Age,Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Date,Discount Rate,Gender,Name,Number of Adult Slaves,Number of Child Slaves,Number of Total Slaves Purchased,Payment Method,Predicted Interest Rate,Price,Prices Listed,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Skin Color
28.0,St. James,Henry Jacques Roman,"St. James, LA",LA,7/14/1860,0.00602698,M,Jeffry,10,2,12,.,0.07477,1800.0,10,New Orleans,Marie Therese Octavie Roman,"New Orleans, LA",LA,Mulatto
12.0,New Orleans,Marie Therese Octavie Roman,"New Orleans, LA",LA,7/14/1860,0.00602698,F,Genevieve,1,0,1,Cash,0.07477,1000.0,1,St. James,Henry Jacques Roman,"St. James, LA",LA,Mulatto
32.0,St. James,Sosthene Roman,"St. James, LA",LA,7/14/1860,0.00602698,M,Julien,2,0,2,Cash,0.07477,1900.0,1,St. James,Henry Jacques Roman,"St. James, LA",LA,Mulatto
20.0,Jefferson,Theodore Soniat Dufossat,"Jefferson, LA",LA,5/23/1860,0.00602698,M,Edouard,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Joseph S. Dufossat,"New Orleans, LA",LA,Unknown
16.0,New Orleans,James  Gallier Jr.,"New Orleans, LA",LA,7/14/1860,0.00602698,F,Julia,1,0,1,Cash,0.07477,1385.1,1,Memphis,Norman C. Jones,"Memphis, TN",TN,Negro
17.0,New Orleans,George P. Ring,"New Orleans, LA",LA,7/14/1860,0.006202525,M,Harrison,1,0,1,Credit,0.07702264,1650.0,1,Memphis,Norman C. Jones,"Memphis, TN",TN,Negro
25.0,New Orleans,Samuel Boyd,"New Orleans, LA",LA,7/14/1860,0.006202525,M,Henry,1,0,1,Credit,0.07702264,1500.0,1,Memphis,Norman C. Jones,"Memphis, TN",TN,Negro
42.0,New Orleans,Williamson Smith,"New Orleans, LA",LA,7/14/1860,0.006202525,M,Ned,2,2,4,Credit,0.07702264,2600.0,1,Memphis,Norman C. Jones,"Memphis, TN",TN,Negro
21.0,New Orleans,Charles D. Yancey,"New Orleans, LA",LA,7/14/1860,0.006202525,M,Wallace,3,0,3,Credit,0.07702264,4400.0,1,Memphis,Norman C. Jones,"Memphis, TN",TN,Negro
22.0,New Orleans,Louis Edmond Faures,"New Orleans, LA",LA,7/14/1860,0.00587886,F,Yognon,1,1,2,Cash and Credit,0.07287264,1900.0,1,"St. James, New Orleans","Henry Jacques, Marie Therese Octavia Roman","St. James, New Orleans, LA",LA,Mulatto
10.0,New Orleans,Ignatius Szymanski,"New Orleans, LA",LA,7/14/1860,0.00587886,M,Ursin,1,0,1,Cash and Credit,0.07287264,1225.0,1,"St. James, New Orleans","Henry Jacques, Marie Therese Octavia Roman","St. James, New Orleans, LA",LA,Negro
20.0,St. James,Alexis Ferry,"St. James, LA",LA,7/14/1860,0.00587886,F,Thisile,1,1,2,Cash and Credit,0.07287264,1650.0,1,"St. James, New Orleans","Henry Jacques, Marie Therese Octavia Roman","St. James, New Orleans, LA",LA,Negro
31.0,New Orleans,Marie Heloise Rillieux,"New Orleans, LA",LA,7/18/1860,0.00602698,F,Constance,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Marie Anne Azelie St. Croix Guinault,"New Orleans, LA",LA,Negro
30.0,New Orleans,Thomas B. Poindexter,"New Orleans, LA",LA,7/9/1860,0.00583485,F,Eliza,1,0,1,Cash and Credit,0.07230948,900.0,1,New Orleans,Jacob Buckett,"New Orleans, LA",LA,Unknown
17.0,New Orleans,W. A. Johnson & Co. Unknown,"New Orleans, LA",LA,7/16/1860,0.00602698,M,Harrison,1,0,1,Cash,0.07477,1650.0,1,New Orleans,George P. Ring,"New Orleans, LA",LA,Negro
18.0,New Orleans,Thomas B. W. Pue,"New Orleans, LA",LA,7/16/1860,0.00602698,M,Jein,1,0,1,Cash,0.07477,1250.0,1,Rapides,William H. Saddler,"Rapides, LA",LA,Negro
39.0,New Orleans,William Thomas  Hepp,"New Orleans, LA",LA,7/19/1860,0.00602698,M,Colin ,1,0,1,Cash,0.07477,1350.0,1,New Orleans,Celeste Bertrand,"New Orleans, LA",LA,Negro
28.0,New Orleans,Mathilda Romain,"New Orleans, LA",LA,7/20/1860,0.006202525,F,Delia,1,0,1,Credit,0.07702264,350.0,1,New Orleans,Charles A. Hensler,"New Orleans, LA",LA,Negro
31.0,Unknown,Maurice  Grivot,"Unknown, Unknown",Unknown,7/20/1860,0.00602698,M,Iverton,1,0,1,Cash,0.07477,900.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Unknown
42.0,New Orleans,John  Adams,"New Orleans, LA",LA,7/11/1860,0.00602698,F,Lucy,1,0,1,Cash,0.07477,750.0,1,New Orleans,James  Druhan,"New Orleans, LA",LA,Negro
24.0,New Orleans,George Leon Bright,"New Orleans, LA",LA,7/16/1860,0.00602698,M,Jim,1,0,1,Cash,0.07477,1000.0,1,New Orleans,James  Druhan,"New Orleans, LA",LA,Mulatto
12.0,New Orleans,Olivia Alexander  Roberts,"New Orleans, LA",LA,7/21/1860,0.00602698,M,Jim,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Mary Ellen Monks,"New Orleans, LA",LA,Mulatto
10.0,Unknown,John Kruttschnitt,"Unknown, Unknown",Unknown,7/21/1860,0.00602698,F,Rigolette,1,0,1,Cash,0.07477,675.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Unknown
20.0,New Orleans,Louis  Schwartz,"New Orleans, LA",LA,5/9/1860,0.00602698,F,Lucy,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Abraham Schwartz,"New Orleans, LA",LA,Negro
38.0,New Orleans,Antonio Tudury,"New Orleans, LA",LA,7/24/1860,0.006114795,F,Ann,1,1,2,Credit,0.07589632,1200.0,1,New Orleans,William Waterman,"New Orleans, LA",LA,Unknown
23.0,New Orleans,Josiah Bockins,"New Orleans, LA",LA,7/24/1860,0.00602698,F,Mary Sneed,1,0,1,Cash,0.07477,500.0,1,New Orleans,Jean Lerethe,"New Orleans, LA",LA,Quarteroon
26.0,New Orleans,Emilie Demoruelle,"New Orleans, LA",LA,7/25/1860,0.00602698,F,Josephine,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Jean Lerethe,"New Orleans, LA",LA,Mulatto
25.0,New Orleans,Bernardo Rodriguez,"New Orleans, LA",LA,7/21/1860,0.005746766,F,Cecile,1,1,2,Cash and Credit,0.07118316,1900.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Negro
32.0,New Orleans,Thomas B. Poindexter,"New Orleans, LA",LA,7/24/1860,0.00602698,M,Sam,1,0,1,Cash,0.07477,900.0,1,New Orleans,Joseph Rafel,"New Orleans, LA",LA,Unknown
45.0,New Orleans,Arthur Ambrose  Maquines,"New Orleans, LA",LA,7/21/1860,0.006114795,M,Robert,1,0,1,Credit,0.07589632,550.0,1,New Orleans,Paul Kuhl Barnes,"New Orleans, LA",LA,Negro
16.0,St. Charles,Louis Ranson,"St. Charles, LA",LA,7/27/1860,0.00602698,M,Frederick,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Jean Francois Abraham Lefevre,"New Orleans, LA",LA,Negro
22.0,New Orleans,Henry F.  Wade,"New Orleans, LA",LA,7/./1860,0.00602698,F,Fanny,1,0,1,Cash,0.07477,1000.0,1,New Orleans,David W.  Eames,"New Orleans, LA",LA,Mulatto
33.0,New Orleans,Blaise Tiblier,"New Orleans, LA",LA,7/28/1860,0.00602698,F,Maria,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Arthemise Clement,"New Orleans, LA",LA,Negro
36.0,New Orleans,Elizabeth Sophia Bibb,"New Orleans, LA",LA,7/25/1860,0.00602698,F,Mary ,1,0,1,"Exchange, Cash",0.07477,1100.0,1,New Orleans,John K. Collins,"New Orleans, LA",LA,Black
28.0,New Orleans,John K. Collins,"New Orleans, LA",LA,7/25/1860,0.00602698,F,Maria,1,0,1,"Exchange, Cash",0.07477,1400.0,1,New Orleans,Elizabeth S. Bibb,"New Orleans, LA",LA,Negro
17.0,Galveston,George Ernst Konig,"Galveston, TX",TX,7/30/1860,0.00602698,M,Aristide,1,0,1,Cash,0.07477,1500.0,1,New Orleans,Bernard Hackmoller,"New Orleans, LA",LA,Mulatto
35.0,New Orleans,Edward D. White,"New Orleans, LA",LA,7/24/1860,0.00602698,M,Frank,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Lewis Hare Watson,"New Orleans, LA",LA,Negro
36.0,New Orleans,Octave Anfoux,"New Orleans, LA",LA,8/1/1860,0.00602698,M,Thornton,1,0,1,Cash,0.07477,900.0,1,New Orleans,Andrew Oliver Jackson,"New Orleans, LA",LA,Mulatto
21.0,New Orleans,Andrew Oliver  Jackson,"New Orleans, LA",LA,8/1/1860,0.006070898,M,Oliver Warfield,1,0,1,Credit,0.07533316,1600.0,1,Unknown,Ruggles S. Marsel,"Unknown, Unknown",Unknown,Mulatto
18.0,Unknown,Rosella Colquhoun,"Unknown, Unknown",Unknown,8/1/1860,0.00602698,M,Richard,1,0,1,Cash,0.07477,1620.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Unknown
39.0,New Orleans,Mary Ann Schloss,"New Orleans, LA",LA,7/31/1860,0.00602698,F,Milley,1,0,1,Cash,0.07477,450.0,1,New Orleans,Adeline Davis,"New Orleans, LA",LA,Griff
25.0,New Orleans,John  Mitchell,"New Orleans, LA",LA,8/15/1860,0.00602698,M,Brass,1,0,1,Cash,0.07477,1000.0,1,Charleston,"Cothran, Jeffers & Co. Unknown","Charleston, SC",SC,Negro
42.0,Unknown,Eugenie Treme,"Unknown, Unknown",Unknown,8/15/1860,0.006114795,F,Rose,1,0,1,Credit,0.07589632,300.0,1,New Orleans,Joseph  Lanata,"New Orleans, LA",LA,Negro
40.0,Mobile,John G. Grant,"Mobile, AL",AL,7/24/1860,0.00602698,M,Frederick,1,0,1,Cash,0.07477,1000.0,1,Henderson ,George Atkinson,"Henderson , KY",KY,Negro
18.0,New Orleans,Thomas B. Poindexter,"New Orleans, LA",LA,8/18/1860,0.006114795,F,Jane,1,0,1,Credit,0.07589632,1150.0,1,New Orleans,John Mitchell,"New Orleans, LA",LA,Mulatto
50.0,Assumption,William L. Harrison,"Assumption, LA",LA,8/16/1860,0.00602698,M,Charles,1,0,1,Cash,0.07477,650.0,1,New Orleans,William Lamout,"New Orleans, LA",LA,Negro
27.0,New Orleans,Marx Smith,"New Orleans, LA",LA,8/7/1860,0.00602698,M,Tazewell,1,0,1,Cash,0.07477,1250.0,1,New Orleans,McGuilvery George Washington Jones Bell,"New Orleans, LA",LA,Negro
35.0,New Orleans,Celuia Pilie,"New Orleans, LA",LA,6/12/1860,0.006202525,F,Florence,1,2,3,Credit,0.07702264,3375.0,1,New Orleans,Joseph I. Fernandez,"New Orleans, LA",LA,Griff
48.0,New Orleans,Anna Eliza Henderson,"New Orleans, LA",LA,8/28/1860,0.00602698,F,Mary,1,0,1,Cash,0.07477,275.0,1,New Orleans,Nancy Jane Bele,"New Orleans, LA",LA,Mulatto
27.0,New Orleans,Frank A. Bartlett,"New Orleans, LA",LA,8/29/1860,0.005820175,M,William,1,0,1,Cash and Credit,0.07212176,600.0,1,Chesterfield,Edward Johnson,"Chesterfield, VA",VA,Unknown
25.0,New Orleans,Emile Fossier,"New Orleans, LA",LA,8/28/1860,0.006054689,M,Severe,1,0,1,Cash and Credit,0.07512528,1425.0,1,New Orleans,Charles Watrigant,"New Orleans, LA",LA,Negro
21.0,New Orleans,Jacob C. Brice,"New Orleans, LA",LA,9/3/1860,0.00602698,F,Antoinette,1,0,1,Cash,0.07477,1350.0,1,New Orleans,Benjamin Myers,"New Orleans, LA",LA,Negro
40.0,New Orleans,Michael  Carvin,"New Orleans, LA",LA,9/3/1860,0.00602698,F,Margaret,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Sarah Elizabeth Woof,"New Orleans, LA",LA,Negro
18.0,New Orleans,Pauline Bienvenue,"New Orleans, LA",LA,9/4/1860,0.005761452,F,Georgia Anna,1,0,1,Cash and Credit,0.07137088,1700.0,1,Mobile,Horatio N. Gould,"Mobile, AL",AL,Dark Copper
10.0,New Orleans,Pierre Michel,"New Orleans, LA",LA,9/6/1860,0.00602698,M,Jacques,1,0,1,Cash,0.07477,750.0,1,New Orleans,Claude Victor Andry,"New Orleans, LA",LA,Griff
30.0,New Orleans,Christian Frederick Krull,"New Orleans, LA",LA,8/30/1860,0.006144047,M,Daniel,1,0,1,Credit,0.07627176,737.333,1,New Orleans,William W. Puyle,"New Orleans, LA",LA,Negro
20.0,New Orleans,Isaac Levy,"New Orleans, LA",LA,8/31/1860,0.005790818,F,Edowie,1,2,3,Cash and Credit,0.07174632,1500.0,1,Plaquemines,Higemia Ruiz de la Pena,"Plaquemines, LA",LA,Mulatto
25.0,New Orleans,Leonard Deslasse,"New Orleans, LA",LA,9/11/1860,0.00602698,M,Alphonse,1,0,1,Cash,0.07477,1800.0,1,New Orleans,"Helmina, Alcee J., Alfred L., Henriette Forstall, Villere, Villere, Villere","New Orleans, LA",LA,Mulatto
60.0,New Orleans,Hippolyte Cazes,"New Orleans, LA",LA,9/11/1860,0.00602698,F,Louisa,1,0,1,Cash,0.07477,425.0,1,New Orleans,Martin Glaser,"New Orleans, LA",LA,Negro
18.0,New Orleans,Felix Camors,"New Orleans, LA",LA,9/11/1860,0.00602698,M,Laurence,1,0,1,Cash,0.07477,1400.0,1,New Orleans,"Julius, Juste Lapene, Albarade","New Orleans, LA",LA,Mulatto
36.0,New Orleans,William O. Denegre,"New Orleans, LA",LA,7/30/1860,0.00602698,M,Alexandre,1,0,1,Cash,0.07477,1800.0,1,New Orleans,Elmire Lebeuf,"New Orleans, LA",LA,Mulatto
41.0,New Orleans,Francis  Van Benthuysen,"New Orleans, LA",LA,9/11/1860,0.00602698,F,Margaret,1,0,1,Cash,0.07477,500.0,1,Pointe Coupee,Augustus W.  Jackson,"Pointe Coupee, LA",LA,Dark Griff
34.0,New Orleans,Ellen  Riley,"New Orleans, LA",LA,8/23/1860,0.00602698,F,Luxuiny,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Wiley J. Martin,"New Orleans, LA",LA,Negro
38.0,Unknown,Jean Ursin Delavillebeure,"Unknown, Unknown",Unknown,9/19/1860,0.00602698,F,Victoire,1,1,2,Cash,0.07477,2000.0,1,"New Orleans, Jefferson","Francoise Adelaide Merantine, Louise Adelaide Macarty, Morin","New Orleans, Jefferson, LA",LA,Negro
40.0,Jefferson,Jean  Carrau,"Jefferson, LA",LA,9/19/1860,0.00602698,F,Rachel,1,0,1,Cash,0.07477,700.0,1,"New Orleans, Jefferson","Francoise Adelaide Merantine, Louise Adelaide Macarty, Morin","New Orleans, Jefferson, LA",LA,Negro
23.0,New Orleans,Dolphine Malochee,"New Orleans, LA",LA,9/19/1860,0.00602698,F,Anna Boswell,1,0,1,Cash,0.07477,1450.0,1,"New Orleans, Jefferson","Francoise Adelaide Merantine, Louise Adelaide Macarty, Morin","New Orleans, Jefferson, LA",LA,Negro
29.0,New Orleans,William A. Walls,"New Orleans, LA",LA,9/19/1860,0.00602698,M,William,1,0,1,Cash,0.07477,800.0,1,New Orleans,Pierre Comas,"New Orleans, LA",LA,Mulatto
20.0,Jefferson,Francois Cyrille Fazende,"Jefferson, LA",LA,9/18/1860,0.00602698,M,Lymus,2,0,2,Cash,0.07477,1525.0,2,New Orleans,John B. Womack,"New Orleans, LA",LA,Negro
7.5,New Orleans,Judah Hart,"New Orleans, LA",LA,9/14/1860,0.00602698,F,Lucy,1,0,1,Cash,0.07477,400.0,1,New Orleans,Elizabeth Jane Hall,"New Orleans, LA",LA,Griff
12.0,New Orleans,Henry Hirsch,"New Orleans, LA",LA,9/21/1860,0.00602698,M,Etienne,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Marie Felicie Arnaud,"New Orleans, LA",LA,Negro
49.0,New Orleans,Marie Amelie Guinault,"New Orleans, LA",LA,9/22/1860,0.00602698,F,Souki,1,0,1,Cash,0.07477,385.0,1,New Orleans,Constance Corbin,"New Orleans, LA",LA,Mulatto
36.0,New Orleans,Mathieu Gary,"New Orleans, LA",LA,9/24/1860,0.0,F,Ann,1,0,1,Cash and Credit,0.0,1050.0,1,New Orleans,Jean Baptiste Anselme,"New Orleans, LA",LA,Negro
14.0,New Orleans,Antoine Carriere,"New Orleans, LA",LA,9/25/1860,0.00602698,F,Leah,1,0,1,Cash,0.07477,1400.0,1,New Orleans,John B. Womack,"New Orleans, LA",LA,Negro
20.0,"St. Bernard, New Orleans","Frederic, Charles Roy, Caveroc","St. Bernard, New Orleans, LA",LA,9/25/1860,0.005790818,M,Sam,3,0,3,Cash and Credit,0.07174632,1700.0,3,Clay ,James H. Adams,"Clay , MS",MS,Black
37.0,New Orleans,Hays and Johnson Unknown,"New Orleans, LA",LA,9/18/1860,0.00602698,M,Green,1,0,1,Cash,0.07477,1250.0,1,Jefferson,Benjamin F. Lotspeich,"Jefferson, LA",LA,Negro
30.0,Unknown,Victor Girardey,"Unknown, Unknown",Unknown,9/5/1860,0.00602698,F,Yancey,2,0,2,Cash,0.07477,1530.0,1,Assumption,Edward Thomas Parker,"Assumption, LA",LA,Unknown
8.0,New Orleans,Herman Leon,"New Orleans, LA",LA,9/25/1860,0.006070898,F,Lizzy,1,0,1,Credit,0.07533316,525.0,1,New Orleans,Judah Hart,"New Orleans, LA",LA,Negro
40.0,New Orleans,Bradner Moore,"New Orleans, LA",LA,9/25/1860,0.005790818,M,Thomas,1,0,1,Cash and Credit,0.07174632,1000.0,1,New Orleans,Myron H. Church,"New Orleans, LA",LA,Negro
28.0,New Orleans,Olivier  Carriere,"New Orleans, LA",LA,9/27/1860,0.00602698,M,Jacob,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Olivier  Blineau,"New Orleans, LA",LA,Negro
12.0,New Orleans,John H. Maginnis,"New Orleans, LA",LA,10/19/1860,0.00602698,F,Matilda,1,0,1,Cash,0.07477,1150.0,1,New Orleans,Henry Freeman Peterson,"New Orleans, LA",LA,Negro
60.0,New Orleans,Emilie Demoruelle,"New Orleans, LA",LA,10/23/1860,0.00602698,F,Uranie St. Laurent,1,0,1,Cash,0.07477,400.0,1,New Orleans,Louis Edmond Faures,"New Orleans, LA",LA,Negro
62.0,New Orleans,Joseph Lanata,"New Orleans, LA",LA,11/10/1860,0.00602698,F,Suzette,2,2,4,Cash,0.07477,1500.0,1,New Orleans,Asher Moses  Nathan,"New Orleans, LA",LA,Negro
28.0,New Orleans,Charles Hastings Fraser,"New Orleans, LA",LA,11/10/1860,0.00587886,F,Rosetta,1,2,3,Cash and Credit,0.07287264,2300.0,1,Unknown,Sarah Jane Kollock,"Unknown, NC",NC,Unknown
36.0,New Orleans,Joseph J. McCormack,"New Orleans, LA",LA,6/1/1860,0.00602698,F,Julia,1,1,2,Cash,0.07477,1360.0,1,New Orleans,Edward Thomas Parker,"New Orleans, LA",LA,Negro
50.0,New Orleans,Francois Cenac,"New Orleans, LA",LA,11/10/1860,0.00587886,F,Anna,1,0,1,Cash and Credit,0.07287264,1000.0,1,New Orleans,Charles Edward Forstall,"New Orleans, LA",LA,Negro
37.0,New Orleans,Francis Neill,"New Orleans, LA",LA,11/8/1860,0.00602698,F,Caroline,1,0,1,Cash,0.07477,750.0,1,New Orleans,Henry Hodges,"New Orleans, LA",LA,Griff
23.0,New Orleans,Webber & Baxter Unknown,"New Orleans, LA",LA,11/12/1860,0.00602698,M,Charles Smith,1,0,1,Cash,0.07477,1600.0,1,New Orleans,Archibald Boulware,"New Orleans, LA",LA,Negro
35.0,New Orleans,Henriette Lauve,"New Orleans, LA",LA,2/28/1860,0.00602698,M,Louis,1,0,1,Cash,0.07477,1200.0,1,New Orleans,"Michel, Victoire, Adelaide Oneida, Michel Jr., Edmond, John Valcour, Gustave, Leonie Aime","New Orleans, LA",LA,Creole Negro
13.5,New Orleans,A. B. Charpantier,"New Orleans, LA",LA,2/28/1860,0.00602698,F,Pauline,1,0,1,Cash,0.07477,1350.0,1,New Orleans,"Michel, Victoire, Adelaide Oneida, Michel Jr., Edmond, John Valcour, Gustave, Leonie Aime","New Orleans, LA",LA,Creole Negro
40.0,New Orleans,Paul  Boe,"New Orleans, LA",LA,11/8/1860,0.00602698,F,Jane,1,0,1,Cash,0.07477,150.0,1,New Orleans,Felicie Lartigue,"New Orleans, LA",LA,Griff
20.0,New Orleans,Thomas  Finney,"New Orleans, LA",LA,11/10/1860,0.00602698,M,Cyrus,1,0,1,Cash,0.07477,1600.0,1,"Hampton, Elizabeth City",John Gammel,"Hampton, Elizabeth City, VA",VA,Negro
27.0,New Orleans,Andrew Doyal,"New Orleans, LA",LA,11/10/1860,0.00602698,M,Isaac,1,0,1,Cash,0.07477,1300.0,1,New Orleans,Hugh Cassidy,"New Orleans, LA",LA,Negro
29.0,New Orleans,Hugh  Cassidy,"New Orleans, LA",LA,11/10/1860,0.00602698,F,Matilda,1,0,1,Cash,0.07477,1125.0,1,New Orleans,Andrew  Doyle,"New Orleans, LA",LA,Negro
13.0,New Orleans,Castello & Quadras Unknown,"New Orleans, LA",LA,10/31/1860,0.00602698,F,Catherine,1,0,1,Cash,0.07477,210.0,1,New Orleans,Tamelia Rosalie Cavalier,"New Orleans, LA",LA,Griff
23.0,New Orleans,Phillip  McPride,"New Orleans, LA",LA,6/30/1860,0.00587886,F,Amelia,1,2,3,Cash and Credit,0.07287264,2350.0,1,New Orleans,Nicolas Valtz,"New Orleans, LA",LA,Negro
17.0,Unknown,Frederick Aicklen,"Unknown, Unknown",Unknown,11/13/1860,0.00602698,F,Ellen,1,0,1,Cash,0.07477,600.0,1,Unknown,Anna Eliza Kay,"Unknown, Unknown",Unknown,Mulatto
25.0,Unknown,Richard Power Salter,"Unknown, Unknown",Unknown,11/13/1860,0.00602698,F,Celeste,1,0,1,Cash,0.07477,1350.0,1,Unknown,"Emanuel, Hannah Rafel Adler","Unknown, Unknown",Unknown,Negro
19.0,New Orleans,William W. Loud,"New Orleans, LA",LA,9/26/1860,0.00602698,F,Charlotte,1,0,1,Cash,0.07477,1500.0,1,New Orleans,John B. Womack,"New Orleans, LA",LA,Negro
37.0,Unknown,"Joseph H., Francis W., Lilly Neill","Unknown, Unknown",Unknown,11/8/1860,0.00602698,F,Caroline,1,0,1,Donation,0.07477,750.0,1,New Orleans,Francis  Neill,"New Orleans, LA",LA,Griff
12.0,New Orleans,Elizabeth Real,"New Orleans, LA",LA,11/3/1860,0.005761452,F,Constance,1,0,1,Cash and Credit,0.07137088,950.0,1,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,Unknown
28.0,New Orleans,Pierre Duvielh,"New Orleans, LA",LA,11/17/1860,0.00602698,F,Prudence,1,1,2,Cash,0.07477,800.0,1,New Orleans,Jean Baptiste Mailhe,"New Orleans, LA",LA,Negro
30.0,New Orleans,Elizabeth Sophia Bibb,"New Orleans, LA",LA,11/9/1860,0.00602698,F,Minerva,1,0,1,Cash,0.07477,1250.0,1,New Orleans,Charles Wehner,"New Orleans, LA",LA,Mulatto
11.0,New Orleans,William C. Tompkins,"New Orleans, LA",LA,10/24/1860,0.00602698,M,Edmond,1,0,1,Cash,0.07477,925.0,1,Pike ,James H. Laney,"Pike , MS",MS,Negro
35.0,New Orleans,Francis C. Roder,"New Orleans, LA",LA,11/20/1860,0.00602698,F,Kitty,1,0,1,Cash,0.07477,1000.0,1,Unknown,Gustavus Bredow Jr.,"Unknown, Unknown",Unknown,Negro
30.0,New Orleans,Richard Charles,"New Orleans, LA",LA,11/20/1860,0.00602698,M,Joe,1,0,1,Cash,0.07477,1500.0,1,New Orleans,McKleroy and Bradford Unknown,"New Orleans, LA",LA,Mulatto
32.0,New Orleans,Daniel W. Williams,"New Orleans, LA",LA,11/16/1860,0.00602698,M,William,1,0,1,Cash,0.07477,1200.0,1,New Orleans,James Forbes,"New Orleans, LA",LA,Dark Mulatto
27.0,New Orleans,Hubert Rolling,"New Orleans, LA",LA,11/21/1860,0.00602698,F,Maria,2,0,2,Cash,0.07477,2250.0,1,New Orleans,Charles Manuel Tarut,"New Orleans, LA",LA,Negro
19.0,St. James,Anthony Dencke,"St. James, LA",LA,11/23/1860,0.00602698,F,Elisa,1,1,2,Cash,0.07477,1400.0,1,Nashville,James A. Scruggs,"Nashville, TN",TN,Dark Griff
40.0,Memphis,Thomas Lafayette Lloyd,"Memphis, TN",TN,11/24/1860,0.00602698,F,Mary Ann,1,0,1,Cash,0.07477,325.0,1,Unknown,Johanna Ricket,"Unknown, Unknown",Unknown,Dark Griff
21.0,New Orleans,Henry Hirsch,"New Orleans, LA",LA,11/24/1860,0.00602698,F,Lizzie,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Hugh Hudson Beard,"New Orleans, LA",LA,Mulatto
26.0,New Orleans,Hugh Hudson Beard,"New Orleans, LA",LA,11/24/1860,0.00602698,M,Henry,1,0,1,Cash,0.07477,1200.0,1,New Orleans,Henry  Hirsch,"New Orleans, LA",LA,Negro
45.0,New Orleans,Jane Dow,"New Orleans, LA",LA,11/12/1860,0.00602698,M,Carter,1,0,1,Cash,0.07477,1000.0,1,New Orleans,Samuel David Kennedy,"New Orleans, LA",LA,Mulatto
16.0,New Orleans,Paul Numa Lacroix,"New Orleans, LA",LA,11/13/1860,0.00602698,F,Lidia Dorsey,1,0,1,Cash,0.07477,1400.0,1,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,Griff
26.0,New Orleans,Azelia Tourniy,"New Orleans, LA",LA,11/23/1860,0.00602698,F,Rachel,1,0,1,Cash,0.07477,700.0,1,New Orleans,Adrian H. Bement,"New Orleans, LA",LA,Dark Mulatto
-1.0,New Orleans,Arabella W. Randolph,"New Orleans, LA",LA,11/21/1860,0.00602698,M,Abram,3,0,3,Cash,0.07477,0.0,1,Jefferson ,W. S. Dilworth,"Jefferson , FL",FL,Unknown
24.0,Vigo ,Matthew W. Sedam,"Vigo , IN",IN,11/26/1860,0.00602698,F,Susan,1,0,1,Cash,0.07477,1150.0,1,Montgomery ,Jonathan E. Price,"Montgomery , AL",AL,Negro
45.0,New Orleans,Paul Blanc,"New Orleans, LA",LA,11/26/1860,0.00602698,F,Kitty,1,1,2,Cash,0.07477,1250.0,1,New Orleans,Frederick Antoine Weinberg,"New Orleans, LA",LA,Negro
44.0,New Orleans,Bertrand Saloy,"New Orleans, LA",LA,11/27/1860,0.00602698,F,Aimee,1,0,1,Cash,0.07477,650.0,1,New Orleans,John Dawson,"New Orleans, LA",LA,Griff
20.0,New Orleans,Florentin Berthier,"New Orleans, LA",LA,11/27/1860,0.005966817,M,Faustin,1,0,1,Credit,0.07399896,1600.0,1,New Orleans,Ferdinand Pecoul,"New Orleans, LA",LA,Negro
34.0,New Orleans,James N. Lea,"New Orleans, LA",LA,11/26/1860,0.005717386,M,Henry,1,0,1,Cash and Credit,0.07080772,1250.0,1,New Orleans,"Richard F., Mary Jane Bull, Brinkman","New Orleans, LA",LA,Griff
20.0,St. Tammany,Thomas  Moore,"St. Tammany, LA",LA,11/27/1860,0.00602698,F,Eliza,1,0,1,Cash,0.07477,1400.0,1,St. Tammany,Eliza S. Moore,"St. Tammany, LA",LA,Negro
22.0,New Orleans,George D. Hite,"New Orleans, LA",LA,11/29/1860,0.00602698,F,Milly,1,1,2,Cash,0.07477,1640.0,1,New Orleans,Mary Francis Harrison Pritchett,"New Orleans, LA",LA,Griff
41.0,New Orleans,Alexander  Pentland,"New Orleans, LA",LA,11/28/1860,0.00602698,F,Jane,1,0,1,Cash,0.07477,600.0,1,New Orleans,James McQuoid,"New Orleans, LA",LA,Negro
