General Order number,accredited to,awarded.date.day,awarded.date.month,awarded.date.year,birth.date.day,birth.date.month,birth.date.year,citation,company,death,division,entered service at,full,issued,latitude,link,location name,location.name,longitude,name,organization,rank
-1,,13,5,1939,16,9,1900,"For extraordinary heroism in the line of his profession during the rescue and salvage operations following the sinking of the U.S.S. Squalus on 13 May 1939. During the rescue operations, Badders, as senior member of the rescue chamber crew, made the last extremely hazardous trip of the rescue chamber to attempt to rescue any possible survivors in the flooded after portion of the Squalus. He was fully aware of the great danger involved in that if he and his assistant became incapacitated, there was no way in which either could be rescued. During the salvage operations, Badders made important and difficult dives under the most hazardous conditions. His outstanding performance of duty contributed much to the success of the operations and characterizes conduct far above and beyond the ordinary call of duty.",,True,,"Indianapolis, Ind.",1939-5-13,?,-1,http://www.cmohs.org/recipient-detail/2476/badders-william.php," Harrisburg, Ill.",,-1,"Badders, William",U.S. Navy,Chief Machinist's Mate
-1,,-1,-1,-1,-1,-1,-1,Gallant conduct during campaigns and engagements with Apaches.,Company E,True,5th U.S. Cavalry,,-1--1--1,?,37,http://www.cmohs.org/recipient-detail/1548/bailey-james-e.php,"Dexter, Maine",United States,-95,"Bailey, James E.",U.S. Army,Sergeant
-1,Illinois,-1,-1,-1,21,10,1910,"For extraordinary courage and heroic conduct above and beyond the call of duty as Commanding Officer of Company C, 1st Marine Raider Battalion, during the enemy Japanese attack on Henderson Field, Guadalcanal, Solomon Islands, on 12-13 September 1942. Completely reorganized following the severe engagement of the night before, Maj. Bailey's company, within an hour after taking its assigned position as reserve battalion between the main line and the coveted airport, was threatened on the right flank by the penetration of the enemy into a gap in the main line. In addition to repulsing this threat, while steadily improving his own desperately held position, he used every weapon at his command to cover the forced withdrawal of the main line before a hammering assault by superior enemy forces. After rendering invaluable service to the battalion commander in stemming the retreat, reorganizing the troops and extending the reverse position to the left, Maj. Bailey, despite a severe head wound, repeatedly led his troops in fierce hand-to-hand combat for a period of 10 hours. His great personal valor while exposed to constant and merciless enemy fire, and his indomitable fighting spirit inspired his troops to heights of heroic endeavor which enabled them to repulse the enemy and hold Henderson Field. He gallantly gave his life in the service of his country.",,True,,,-1--1--1,?,-9,http://www.cmohs.org/recipient-detail/2621/bailey-kenneth-d.php," Pawnee, Okla.","Honiara International Airport (HIR), Kukum Highway, Lungga, Solomon Islands",160,"Bailey, Kenneth D.",U.S. Marine Corps,Major
-1,,30,9,1877,-1,-1,-1,Most distinguished gallantry in action with the Nez Perce Indians.,,True,5th U.S. Infantry,"Milford, Conn.",1877-9-30,?,46,http://www.cmohs.org/recipient-detail/1549/baird-george-w.php,Connecticut,"Montana, USA",-110,"Baird, George W.",U.S. Army,First Lieutenant/Adjutant
521,,-1,-1,-1,12,3,1862,"On board the U.S.S. Nashville during the cutting of the cable leading from Cienfuegos, Cuba, 11 May 1898. Facing the heavy fire of the enemy, Baker set an example of extraordinary bravery and coolness throughout this action.",,True,,,-1--1--1,?,22,http://www.cmohs.org/recipient-detail/2085/baker-benjamin-f.php," Dennisport, Mass.","Cienfuegos, Cuba",-80,"Baker, Benjamin F.",U.S. Navy,Coxswain
-1,,5,11,1966,30,10,1945,"For conspicuous gallantry and intrepidity in action at the risk of his life above and beyond the call of duty. En route to assist another unit that was engaged with the enemy, Company A came under intense enemy fire and the lead man was killed instantly. Sgt. Baker immediately moved to the head of the column and together with another soldier knocked out 2 enemy bunkers. When his comrade was mortally wounded, Sgt. Baker, spotting 4 Viet Cong snipers, killed all of them, evacuated the fallen soldier and returned to lead repeated assaults against the enemy positions, killing several more Viet Cong. Moving to attack 2 additional enemy bunkers, he and another soldier drew intense enemy fire and Sgt. Baker was blown from his feet by an enemy grenade. He quickly recovered and single-handedly destroyed 1 bunker before the other soldier was wounded. Seizing his fallen comrade's machine gun, Sgt. Baker charged through the deadly fusillade to silence the other bunker. He evacuated his comrade, replenished his ammunition and returned to the forefront to brave the enemy fire and continue the fight. When the forward element was ordered to withdraw, he carried 1 wounded man to the rear. As he returned to evacuate another soldier, he was taken under fire by snipers, but raced beyond the friendly troops to attack and kill the snipers. After evacuating the wounded man, he returned to cover the deployment of the unit. His ammunition now exhausted, he dragged 2 more of his fallen comrades to the rear. Sgt. Baker's selfless heroism, indomitable fighting spirit, and extraordinary gallantry were directly responsible for saving the lives of several of his comrades, and inflicting serious damage on the enemy. His acts were in keeping with the highest traditions of the U.S. Army and reflect great credit upon himself and the Armed Forces of his country.","Company A, 2d Battalion",False,"27th Infantry, 25th Infantry Division","Moline, Ill.",1966-11-5,?,10,http://www.cmohs.org/recipient-detail/3221/baker-john-f-jr.php," Davenport, Iowa","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Baker, John F., Jr.",U.S. Army,Sergeant
-1,,-1,-1,-1,2,1,1896,"For gallantry and intrepidity at the risk of his life above and beyond the call of duty, with the 6th Regiment, U.S. Marines, in action at Vierzy, on 19 July 1918. Balch unhesitatingly and fearlessly exposed himself to terrific machinegun and high-explosive fire to succor the wounded as they fell in the attack, leaving his dressing station voluntarily and keeping up the work all day and late into the night unceasingly for 16 hours. Also in the action at Somme-Py on 5 October 1918, he exhibited exceptional bravery in establishing an advanced dressing station under heavy shellfire.",,True,,"Kansas City, Mo.",-1--1--1,?,48,http://www.cmohs.org/recipient-detail/2499/balch-john-henry.php," Edgerton, Kans.","Rue Somme Py, 95100 Argenteuil, France",2,"Balch, John Henry",U.S. Navy,Pharmacist's Mate First Class
-1,,25,6,1876,-1,-1,-1,Brought water for the wounded under a most galling fire.,Company A,True,7th U.S. Cavalry,"Chicago, Ill.",1876-6-25,?,45,http://www.cmohs.org/recipient-detail/1551/bancroft-neil.php,"Oswego, N.Y.","Little Big Horn Bridge, Lodge Grass, MT 59050, USA",-107,"Bancroft, Neil",U.S. Army,Private
-1,,2,4,1865,-1,-1,-1,"Was one of a detachment of 20 picked artillerymen who voluntarily accompanied an infantry assaulting party, and who turned upon the enemy the guns captured in the assault.",Company G,True,1st Rhode Island Light Artillery,"Westerly, R.I.",1865-4-2,?,37,http://www.cmohs.org/recipient-detail/57/barber-james-a.php,"Westerly, R.I.","Petersburg, VA, USA",-77,"Barber, James A.",U.S. Army,Corporal
-1,,-1,-1,-1,30,11,1919,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty as commanding officer of Company F in action against enemy aggressor forces. Assigned to defend a 3-mile mountain pass along the division's main supply line and commanding the only route of approach in the march from Yudam-ni to Hagaru-ri, Capt. Barber took position with his battle-weary troops and, before nightfall, had dug in and set up a defense along the frozen, snow-covered hillside. When a force of estimated regimental strength savagely attacked during the night, inflicting heavy casualties and finally surrounding his position following a bitterly fought 7-hour conflict, Capt. Barber, after repulsing the enemy gave assurance that he could hold if supplied by airdrops and requested permission to stand fast when orders were received by radio to fight his way back to a relieving force after 2 reinforcing units had been driven back under fierce resistance in their attempts to reach the isolated troops. Aware that leaving the position would sever contact with the 8,000 marines trapped at Yudam-ni and jeopardize their chances of joining the 3,000 more awaiting their arrival in Hagaru-ri for the continued drive to the sea, he chose to risk loss of his command rather than sacrifice more men if the enemy seized control and forced a renewed battle to regain the position, or abandon his many wounded who were unable to walk. Although severely wounded in the leg in the early morning of the 29th, Capt. Barber continued to maintain personal control, often moving up and down the lines on a stretcher to direct the defense and consistently encouraging and inspiring his men to supreme efforts despite the staggering opposition. Waging desperate battle throughout 5 days and 6 nights of repeated onslaughts launched by the fanatical aggressors, he and his heroic command accounted for approximately 1,000 enemy dead in this epic stand in bitter subzero weather, and when the company was relieved only 82 of his original 220 men were able to walk away from the position so valiantly defended against insuperable odds. His profound faith and courage, great personal valor, and unwavering fortitude were decisive factors in the successful withdrawal of the division from the deathtrap in the Chosin Reservoir sector and reflect the highest credit upon Capt. Barber, his intrepid officers and men, and the U.S. Naval Service.","Company F, 2d Battalion",True,"7th Marines, 1st Marine Division","West Liberty, Ky.",-1--1--1,?,35,http://www.cmohs.org/recipient-detail/3081/barber-william-e.php," Dehart, Ky.",South Korea,127,"Barber, William E.",U.S. Marine Corps,Captain
-1,,21,9,1967,20,6,1945,"For conspicuous gallantry and intrepidity at the risk of his life above and beyond the call of duty while serving as a machine gunner with Company F. During a reconnaissance operation L/Cpl. Barker's squad was suddenly hit by enemy sniper fire. The squad immediately deployed to a combat formation and advanced to a strongly fortified enemy position, when it was again struck by small arms and automatic weapons fire, sustaining numerous casualties. Although wounded by the initial burst of fire, L/Cpl. Barker boldly remained in the open, delivering a devastating volume of accurate fire on the numerically superior force. The enemy was intent upon annihilating the small marine force and, realizing that L/Cpl. Barker was a threat to their position, directed the preponderance of their fire on his position. He was again wounded, this time in the right hand, which prevented him from operating his vitally needed machine gun. Suddenly and without warning, an enemy grenade landed in the midst of the few surviving marines. Unhesitatingly and with complete disregard for his personal safety, L/Cpl. Barker threw himself upon the deadly grenade, absorbing with his body the full and tremendous force of the explosion. In a final act of bravery, he crawled to the side of a wounded comrade and administered first aid before succumbing to his grievous wounds. His bold initiative, intrepid fighting spirit and unwavering devotion to duty in the face of almost certain death undoubtedly saved his comrades from further injury or possible death and reflected great credit upon himself, the Marine Corps, and the U.S. Naval Service. He gallantly gave his life for his country.","Company F, 2d Battalion",True,"4th Marines, 3d Marine Division","Park Ridge, N.J.",1967-9-21,?,10,http://www.cmohs.org/recipient-detail/3223/barker-jedh-colby.php," Franklin, N.H.","Honorary Consulate General of the Republic of the Philippines, ph??ng 19, B?nh Th?nh, H? Ch? Minh, Vietnam",106,"Barker, Jedh Colby",U.S. Marine Corps,Lance Corporal
