3 judge dc?,admin action.id,admin action.state,agency,area,authority 1,authority 2,case,case issues,case.disposition,chief,date argued.day,date argued.full,date argued.month,date argued.year,date reargued.day,date reargued.full,date reargued.month,date reargued.year,date.day,date.full,date.month,date.year,decision.direction,decision.type,disagreement?,disposition,dissent agrees,docket,end.day,end.full,end.month,end.year,id.docket,issue.id,jurisdiction,laws.id,laws.type,led,lexis,lower court.direction,majority,majority assigner.id,majority assigner.long name,majority assigner.name,majority writer.id,majority writer.long name,majority writer.name,minority,name,natural court.id,origin.id,origin.name,origin.state,period,petitioner.entity,petitioner.id,petitioner.state,precedent altered?,reasons,respondent.entity,respondent.id,respondent.state,sct,source.id,source.name,source.state,split on second,start.day,start.full,start.month,start.year,term,text,unclear,unconstitutional,unusual,us,vote,winning party
False,66,,Interstate Commerce Commission,Unions,statutory construction,,1946-079,1946-079-01-01,vacated and remanded,Vinson,22,10/22/1946,10,1946,22,10/22/1946,10,1946,31,3/31/1947,3,1947,conservative,court opinion,False,reversed and remanded,False,41,23,August/23/1949,8,1949,1946-079-01,70040,cert,3,Federal Statute,91 L. Ed. 1184,1947 U.S. LEXIS 2892,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,86,"Burton, Harold ( 10/01/1945 - 10/13/1958 )",HHBurton,0,PYRAMID MOTOR FREIGHT CORP. v. ISPASS ET AL.,1301,96,New York Southern U.S. District Court,,1,"trucking company, or motor carrier",245,,False,to resolve important or significant question,"employee, or job applicant, including beneficiaries of",145,,67 S. Ct. 954,22,"U.S. Court of Appeals, Second Circuit",,False,24,June/24/1946,6,1946,1946,Fair Labor Standards Act,False,no unconstitutionality,False,330 U.S. 695,1946-079-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Federal Taxation,statutory construction,,1946-080,1946-080-01-01,affirmed (includes modified),Vinson,5,3/5/1947,3,1947,5,3/5/1947,3,1947,7,4/7/1947,4,1947,conservative,court opinion,False,affirmed,False,430,23,August/23/1949,8,1949,1946-080-01,120010,cert,6,Infrequently litigated statutes,91 L. Ed. 1192,1947 U.S. LEXIS 2438,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,2,"UNITED STATES v. OGILVIE HARDWARE CO., INC.",1301,77,Louisiana Western U.S. District Court,,1,United States,27,,False,putative conflict,"taxpayer or executor of taxpayer's estate, federal only",240,,67 S. Ct. 997,25,"U.S. Court of Appeals, Fifth Circuit",,False,24,June/24/1946,6,1946,1946,"federal taxation, typically under provisions of the Internal Revenue Code ",False,no unconstitutionality,False,330 U.S. 709,1946-080-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,statutory construction,,1946-081,1946-081-01-01,reversed,Vinson,14,3/14/1947,3,1947,14,3/14/1947,3,1947,7,4/7/1947,4,1947,conservative,court opinion,False,unknown,False,585,23,August/23/1949,8,1949,1946-081-01,10480,appeal,6,Infrequently litigated statutes,91 L. Ed. 1204,1947 U.S. LEXIS 2439,liberal,9,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,UNITED STATES v. LEM HOY,1301,51,California Southern U.S. District Court,,1,United States,27,,False,case did not arise on cert or cert not granted,"person accused, indicted, or suspected of crime",100,,67 S. Ct. 1004,51,California Southern U.S. District Court,,False,24,June/24/1946,6,1946,1946,statutory construction of criminal laws: immigration (cf. immigration and naturalization) ,False,no unconstitutionality,False,330 U.S. 724,1946-081-01-01-01,favorable disposition for petitioning party
False,49,,Federal Maritime Commission,Judicial Power,statutory construction,,1946-082,1946-082-01-01,affirmed (includes modified),Vinson,11,2/11/1947,2,1947,11,2/11/1947,2,1947,7,4/7/1947,4,1947,liberal,court opinion,False,reversed,False,207,23,August/23/1949,8,1949,1946-082-01,90320,cert,4,Court Rules,91 L. Ed. 1209,1947 U.S. LEXIS 2868,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,"LAND, CHAIRMAN, UNITED STATES MARITIME COMMISSION, ET AL. v. DOLLAR ET AL.",1301,55,District Of Columbia U.S. District Court,,1,Federal Maritime Commission,349,,False,to resolve important or significant question,"stockholder, shareholder, or bondholder",237,,67 S. Ct. 1009,32,"U.S. Court of Appeals, District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals, which has local jurisdiction)",,False,24,June/24/1946,6,1946,1946,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,330 U.S. 731,1946-082-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1946-083,1946-083-01-01,affirmed (includes modified),Vinson,29,1/29/1946,1,1946,14,11/14/1946,11,1946,7,4/7/1947,4,1947,conservative,court opinion,False,affirmed,False,27,23,August/23/1949,8,1949,1946-083-01,80010,cert,3,Federal Statute,91 L. Ed. 1219,1947 U.S. LEXIS 2440,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,4,"BRUCE'S JUICES, INC. v. AMERICAN CAN CO.",1301,302,State Trial Court,North Carolina,1,"food, meat packing, or processing company, stockyard",158,,False,no reason given,manufacturer,184,,67 S. Ct. 1015,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,antitrust (except in the context of mergers and union antitrust),False,no unconstitutionality,False,330 U.S. 743,1946-083-01-01-01,no favorable disposition for petitioning party
False,117,Texas,State Agency,Federalism,statutory construction,,1946-084,1946-084-01-01,reversed,Vinson,14,12/14/1946,12,1946,14,12/14/1946,12,1946,7,4/7/1947,4,1947,liberal,court opinion,False,affirmed,False,55,23,August/23/1949,8,1949,1946-084-01,100030,appeal,3,Federal Statute,91 L. Ed. 1234,1947 U.S. LEXIS 2943,conservative,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,84,"Jackson, Robert ( 07/11/1941 - 10/09/1954 )",RHJackson,0,BETHLEHEM STEEL CO. ET AL. v. NEW YORK STATE LABOR RELATIONS BOARD,1301,302,State Trial Court,North Carolina,1,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,False,case did not arise on cert or cert not granted,"state commission, board, committee, or authority",4,New York,67 S. Ct. 1026,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,False,no unconstitutionality,False,330 U.S. 767,1946-084-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Federal Taxation,statutory construction,,1946-085,1946-085-01-01,affirmed (includes modified),Vinson,11,12/11/1946,12,1946,11,12/11/1946,12,1946,14,4/14/1947,4,1947,liberal,court opinion,False,reversed,False,68,23,August/23/1949,8,1949,1946-085-01,120010,cert,3,Federal Statute,91 L. Ed. 1301,1947 U.S. LEXIS 3021,liberal,6,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,3,CRANE v. COMMISSIONER OF INTERNAL REVENUE,1301,9,U.S. Tax Court,,1,"taxpayer or executor of taxpayer's estate, federal only",240,,False,to resolve important or significant question,"Internal Revenue Service, Collector, Commissioner, or District Director of",369,,67 S. Ct. 1047,22,"U.S. Court of Appeals, Second Circuit",,False,24,June/24/1946,6,1946,1946,"federal taxation, typically under provisions of the Internal Revenue Code ",False,no unconstitutionality,False,331 U.S. 1,1946-085-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Unions,statutory construction,,1946-086,1946-086-01-01,affirmed (includes modified),Vinson,7,2/7/1947,2,1947,7,2/7/1947,2,1947,14,4/14/1947,4,1947,conservative,court opinion,False,affirmed,False,74,23,August/23/1949,8,1949,1946-086-01,70040,cert,3,Federal Statute,91 L. Ed. 1312,1947 U.S. LEXIS 2941,conservative,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,2,"WALLING, WAGE AND HOUR ADMINISTRATOR, v. HALLIBURTON OIL WELL CEMENTING CO.",1301,51,California Southern U.S. District Court,,1,Department or Secretary of Labor,371,,False,to resolve question presented,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,67 S. Ct. 1056,29,"U.S. Court of Appeals, Ninth Circuit",,False,24,June/24/1946,6,1946,1946,Fair Labor Standards Act,False,no unconstitutionality,False,331 U.S. 17,1946-086-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1946-087,1946-087-01-01,reversed and remanded,Vinson,7,2/7/1947,2,1947,7,2/7/1947,2,1947,14,4/14/1947,4,1947,conservative,court opinion,False,reversed,False,371,23,August/23/1949,8,1949,1946-087-01,80030,cert,3,Federal Statute,91 L. Ed. 1320,1947 U.S. LEXIS 2852,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,82,"Murphy, Francis ( 02/05/1940 - 07/19/1949 )",FMurphy,1,UNITED STATES NATIONAL BANK ET AL. v. CHASE NATIONAL BANK ET AL.,1301,111,Pennsylvania Western U.S. District Court,,1,"creditor, including institution appearing as such; e.g., a finance company",135,,False,no reason given,"creditor, including institution appearing as such; e.g., a finance company",135,,67 S. Ct. 1041,23,"U.S. Court of Appeals, Third Circuit",,False,24,June/24/1946,6,1946,1946,bankruptcy (except in the context of priority of federal fiscal claims),False,no unconstitutionality,False,331 U.S. 28,1946-087-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Civil Rights,statutory construction,,1946-088,1946-088-01-01,reversed,Vinson,19,12/19/1946,12,1946,19,12/19/1946,12,1946,14,4/14/1947,4,1947,conservative,court opinion,False,affirmed,False,85,23,August/23/1949,8,1949,1946-088-01,20250,cert,3,Federal Statute,91 L. Ed. 1328,1947 U.S. LEXIS 2942,liberal,7,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,85,"Rutledge, Wiley ( 02/15/1943 - 09/10/1949 )",WBRutledge,2,TRAILMOBILE COMPANY ET AL. v. WHIRLS,1301,104,Ohio Southern U.S. District Court,,1,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,False,federal court conflict and to resolve important or significant question,veteran,250,,67 S. Ct. 982,26,"U.S. Court of Appeals, Sixth Circuit",,False,24,June/24/1946,6,1946,1946,military: veteran ,False,no unconstitutionality,False,331 U.S. 40,1946-088-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,judicial review (state level),,1946-089,1946-089-01-01,affirmed (includes modified),Vinson,16,12/16/1946,12,1946,16,12/16/1946,12,1946,14,4/14/1947,4,1947,liberal,court opinion,False,reversed,False,83,23,August/23/1949,8,1949,1946-089-01,80100,appeal,2,Constitutional Amendment,91 L. Ed. 1346,1947 U.S. LEXIS 2880,liberal,7,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,85,"Rutledge, Wiley ( 02/15/1943 - 09/10/1949 )",WBRutledge,2,"INDEPENDENT WAREHOUSES, INC. ET AL. v. SCHEELE, RECORDER OF THE TOWNSHIP OF SADDLE RIVER, ET AL.",1301,302,State Trial Court,North Carolina,1,"business, corporation",122,,False,case did not arise on cert or cert not granted,"city, town, township, village, or borough government or governmental unit",3,New Jersey,67 S. Ct. 1062,300,State Supreme Court,North Carolina,False,24,June/24/1946,6,1946,1946,state or local government tax ,False,no unconstitutionality,False,331 U.S. 70,1946-089-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1946-090,1946-090-01-01,reversed,Vinson,8,4/8/1947,4,1947,8,4/8/1947,4,1947,28,4/28/1947,4,1947,liberal,court opinion,False,petition denied or appeal dismissed,False,755,23,August/23/1949,8,1949,1946-090-01,90380,cert,6,Infrequently litigated statutes,91 L. Ed. 1365,1947 U.S. LEXIS 2996,conservative,9,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,78,"Black, Hugo ( 08/19/1937 - 09/17/1971 )",HLBlack,0,McCULLOUGH v. KAMMERER CORPORATION ET AL.,1301,51,California Southern U.S. District Court,,1,"holder of a license or permit, or applicant therefor",177,,False,no reason given,"inventor, patent assigner, trademark owner or holder",172,,67 S. Ct. 1165,29,"U.S. Court of Appeals, Ninth Circuit",,False,24,June/24/1946,6,1946,1946,judicial administration: review of non-final order ,False,no unconstitutionality,False,331 U.S. 96,1946-090-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Judicial Power,statutory construction,,1946-091,1946-091-01-01,reversed,Vinson,7,4/7/1947,4,1947,7,4/7/1947,4,1947,28,4/28/1947,4,1947,liberal,court opinion,False,unknown,False,682,23,August/23/1949,8,1949,1946-091-01,90340,appeal,6,Infrequently litigated statutes,91 L. Ed. 1368,1947 U.S. LEXIS 2357,conservative,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,79,"Reed, Stanley ( 01/31/1938 - 02/25/1957 )",SFReed,1,"FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. RHODES, SHERIFF, ET AL.",1301,120,Texas Northern U.S. District Court,,1,"Office of Price Administration, or Price Administrator",389,,False,case did not arise on cert or cert not granted,"owner, landlord, or claimant to ownership, fee interest, or possession of land as well as chattels",195,,67 S. Ct. 1140,120,Texas Northern U.S. District Court,,False,24,June/24/1946,6,1946,1946,"judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753) ",False,no unconstitutionality,False,331 U.S. 100,1946-091-01-01-01,favorable disposition for petitioning party
False,89,,Office of Price Administration,Criminal Procedure,statutory construction,,1946-092,1946-092-01-01,reversed,Vinson,1,4/1/1947,4,1947,1,4/1/1947,4,1947,28,4/28/1947,4,1947,conservative,court opinion,False,affirmed,False,583,23,August/23/1949,8,1949,1946-092-01,10360,cert,4,Court Rules,91 L. Ed. 1375,1947 U.S. LEXIS 2851,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,"FLEMING, TEMPORARY CONTROLS ADMINISTRATOR, v. MOHAWK WRECKING & LUMBER CO. ET AL.",1301,81,Michigan Eastern U.S. District Court,,1,"Office of Price Administration, or Price Administrator",389,,False,federal court conflict,construction industry,120,,67 S. Ct. 1129,26,"U.S. Court of Appeals, Sixth Circuit",,False,24,June/24/1946,6,1946,1946,subconstitutional fair procedure: miscellaneous ,False,no unconstitutionality,False,331 U.S. 111,1946-092-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Economic Activity,statutory construction,,1946-093,1946-093-01-01,affirmed (includes modified),Vinson,2,4/2/1947,4,1947,2,4/2/1947,4,1947,28,4/28/1947,4,1947,liberal,court opinion,False,modify,False,680,23,August/23/1949,8,1949,1946-093-01,80200,cert,6,Infrequently litigated statutes,91 L. Ed. 1386,1947 U.S. LEXIS 2997,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,81,"Douglas, William ( 04/17/1939 - 11/12/1975 )",WODouglas,0,"CHAMPION SPARK PLUG CO. v. SANDERS ET AL., DOING BUSINESS AS PERFECT RECONDITION SPARK PLUG CO.",1301,94,New York Eastern U.S. District Court,,1,manufacturer,184,,False,putative conflict,seller or vendor,233,,67 S. Ct. 1136,22,"U.S. Court of Appeals, Second Circuit",,False,24,June/24/1946,6,1946,1946,patents and copyrights: trademark,False,no unconstitutionality,False,331 U.S. 125,1946-093-01-01-01,no favorable disposition for petitioning party
True,66,,Interstate Commerce Commission,Judicial Power,statutory construction,,1946-094,1946-094-01-01,vacated and remanded,Vinson,7,4/7/1947,4,1947,7,4/7/1947,4,1947,28,4/28/1947,4,1947,conservative,court opinion,False,unknown,False,467,23,August/23/1949,8,1949,1946-094-01,90320,appeal,6,Infrequently litigated statutes,91 L. Ed. 1391,1947 U.S. LEXIS 2899,liberal,8,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,82,"Murphy, Francis ( 02/05/1940 - 07/19/1949 )",FMurphy,1,AYRSHIRE COLLIERIES CORP. ET AL. v. UNITED STATES ET AL.,1301,69,Indiana Southern U.S. District Court,,1,"shipper, including importer and exporter",234,,False,case did not arise on cert or cert not granted,United States,27,,67 S. Ct. 1168,69,Indiana Southern U.S. District Court,,False,24,June/24/1946,6,1946,1946,judicial administration: jurisdiction or authority of federal district courts or territorial courts ,False,no unconstitutionality,False,331 U.S. 132,1946-094-01-01-01,favorable disposition for petitioning party
False,-1,,unknown,Criminal Procedure,judicial review (national level),,1946-095,1946-095-01-01,affirmed (includes modified),Vinson,12,12/12/1946,12,1946,12,12/12/1946,12,1946,5,5/5/1947,5,1947,conservative,court opinion,False,affirmed,False,34,23,August/23/1949,8,1949,1946-095-01,10050,cert,2,Constitutional Amendment,91 L. Ed. 1399,1947 U.S. LEXIS 2936,conservative,5,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,4,HARRIS v. UNITED STATES,1301,107,Oklahoma Western U.S. District Court,,1,"person accused, indicted, or suspected of crime",100,,False,to resolve important or significant question,United States,27,,67 S. Ct. 1098,30,"U.S. Court of Appeals, Tenth Circuit",,False,24,June/24/1946,6,1946,1946,search and seizure (other than as pertains to vehicles or Crime Control Act),False,no unconstitutionality,False,331 U.S. 145,1946-095-01-01-01,no favorable disposition for petitioning party
False,-1,,unknown,Unions,statutory construction,,1946-096,1946-096-01-01,affirmed (includes modified),Vinson,11,2/11/1947,2,1947,11,2/11/1947,2,1947,5,5/5/1947,5,1947,liberal,court opinion,False,affirmed,False,497,23,August/23/1949,8,1949,1946-096-01,70040,cert,3,Federal Statute,91 L. Ed. 1432,1947 U.S. LEXIS 2937,liberal,9,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,87,"Vinson, Fred ( 06/24/1946 - 09/08/1953 )",FMVinson,0,149 MADISON AVENUE CORP. ET AL. v. ASSELTA ET AL.,1301,96,New York Southern U.S. District Court,,1,"employer. If employer's relations with employees are governed by the nature of the employer's business (e.g., railroad, boat), rather than labor law generally, the more specific designation is used in place of Employer.",151,,False,to resolve important or significant question,"employee, or job applicant, including beneficiaries of",145,,67 S. Ct. 1178,22,"U.S. Court of Appeals, Second Circuit",,False,24,June/24/1946,6,1946,1946,Fair Labor Standards Act,False,no unconstitutionality,False,331 U.S. 199,1946-096-01-01-01,no favorable disposition for petitioning party
