Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
ONE MEADOWS PARKWAY,150,VIDALIA,TOOMBS,Yes,104,1032,230,32.209035,-82.375852,206,MEADOWS REGIONAL MEDICAL CENTER,52,Voluntary non-profit - Other,9125355828,110128,1962,GA,Acute Care Hospitals,30474
1200 GRANT BLVD W,0,WABASHA,WABASHA,Yes,0,0,0,44.385872,-92.047922,0,ST ELIZABETH MEDICAL CENTER,0,Voluntary non-profit - Private,6515654531,241335,0,MN,Critical Access Hospitals,55981
1900 NORTH SUNRISE DRIVE,0,ST PETER,NICOLLET,Yes,136,444,0,44.346017,-93.969642,17,RIVER'S EDGE HOSPITAL & CLINIC,0,Government - Local,5079347602,241334,0,MN,Critical Access Hospitals,56082
300 WEST GOOD SAMARITAN DRIVE,0,WARREN,MARSHALL,Yes,0,0,0,48.190292,-96.775522,0,NORTH VALLEY HEALTH CENTER,0,Voluntary non-profit - Private,2187454211,241337,0,MN,Critical Access Hospitals,56762
1010 SOUTH BIRCH,0,HALLOCK,KITTSON,Yes,0,0,0,48.766861,-96.94048,0,KITTSON MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,2188433612,241336,0,MN,Critical Access Hospitals,56728
300 THIRD AVENUE,0,ALBANY,STEARNS,Yes,0,0,0,45.639153,-94.567536,0,ALBANY AREA HOSPITAL,0,Voluntary non-profit - Private,3208452121,241331,0,MN,Critical Access Hospitals,56307
525 WEST MAIN STREET,0,MELROSE,STEARNS,Yes,0,0,0,45.674911,-94.822709,0,CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL,0,Voluntary non-profit - Private,3202564231,241330,0,MN,Critical Access Hospitals,56352
7150 CLEARVISTA DR,882,INDIANAPOLIS,MARION,Yes,0,2691,925,39.90038,-86.042142,461,COMMUNITY HOSPITAL NORTH,292,Voluntary non-profit - Private,3176215335,150169,1972,IN,Acute Care Hospitals,46256
7952 W JEFFERSON BLVD,0,FORT WAYNE,ALLEN,No,0,0,0,41.037626,-85.246706,2174,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,1442,Proprietary,2604352999,150168,57,IN,Acute Care Hospitals,46804
11130 PARKVIEW CIRCLE DR,2,FORT WAYNE,ALLEN,Yes,0,0,0,41.189765,-85.0994,683,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,373,Voluntary non-profit - Private,2606724050,150167,14,IN,Acute Care Hospitals,46845
9301 CONNECTICUT DR,0,CROWN POINT,LAKE,No,0,1791,78,41.448139,-87.32808,588,PINNACLE HOSPITAL,0,Physician,2197562100,150166,70,IN,Acute Care Hospitals,46307
701 SUPERIOR AVE,84,MUNSTER,LAKE,No,909,2866,373,41.53782,-87.511879,968,FRANCISCAN HEALTHCARE - MUNSTER,742,Voluntary non-profit - Private,2199224200,150165,256,IN,Acute Care Hospitals,46321
4011 S MONROE MEDICAL PARK BLVD,26,BLOOMINGTON,MONROE,Yes,327,739,335,39.120694,-86.571907,182,MONROE HOSPITAL,1298,Proprietary,8128251111,150164,12,IN,Acute Care Hospitals,47403
2200  MARKET ST,0,CHARLESTOWN,CLARK,Yes,0,0,4,38.473918,-85.669971,0,SAINT CATHERINE REGIONAL HOSPITAL,0,Proprietary,8122563301,150163,262,IN,Acute Care Hospitals,47111
8111 S EMERSON AVE,107,INDIANAPOLIS,MARION,Yes,361,1556,191,39.648531,-86.079462,921,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,2903,Voluntary non-profit - Church,3178655001,150162,829,IN,Acute Care Hospitals,46237
11700 N MERIDIAN ST,267,CARMEL,HAMILTON,Yes,0,851,435,39.959301,-86.160163,146,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,93,Proprietary,3176882000,150161,253,IN,Acute Care Hospitals,46032
8400 NORTHWEST BLVD,0,INDIANAPOLIS,MARION,No,0,0,0,39.909975,-86.267384,5250,INDIANA ORTHOPAEDIC HOSPITAL,5363,Physician,3179561000,150160,0,IN,Acute Care Hospitals,46278
1000 BLYTHE BLVD,224,CHARLOTTE,MECKLENBURG,Yes,93,309,803,35.203942,-80.839143,684,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,63,Government - Hospital District or Authority,7043552000,340113,88,NC,Acute Care Hospitals,28203
825 ERIE MAIN ST (AKA SOUTH MAIN),0,TONOPAH,NYE,Yes,0,12,0,38.069211,-117.230586,0,NYE REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Other,7754826233,290020,2,NV,Acute Care Hospitals,89049
1900 STATE STREET,12,CHESTER,RANDOLPH,Yes,110,290,27,37.917723,-89.813262,89,MEMORIAL HOSPITAL,74,Government - Hospital District or Authority,6188264581,141338,6,IL,Critical Access Hospitals,62233
201 EAST PLEASANT STREET,22,TAYLORVILLE,CHRISTIAN,Yes,257,363,26,39.555331,-89.293704,80,TAYLORVILLE MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,2178243331,141339,28,IL,Critical Access Hospitals,62568
420 N CENTER ST,563,HICKORY,CATAWBA,Yes,0,2334,493,35.737525,-81.337137,3317,FRYE REGIONAL MEDICAL CENTER,4672,Proprietary,8283226070,340116,1483,NC,Acute Care Hospitals,28601
2 SOUTH HOSPITAL DRIVE,0,MURPHYSBORO,JACKSON,Yes,0,0,0,37.773196,-89.326162,0,ST JOSEPH MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,6186843156,141334,0,IL,Critical Access Hospitals,62966
901 GRANT STREET,24,HARVARD,MCHENRY,Yes,271,213,24,42.426226,-88.6069,134,MERCY HARVARD HOSPITAL,25,Voluntary non-profit - Private,8159435431,141335,82,IL,Critical Access Hospitals,60033
12866 TROXLER AVENUE,7,HIGHLAND,MADISON,Yes,87,804,34,38.757023,-89.669558,122,ST JOSEPH'S HOSPITAL,188,Voluntary non-profit - Church,6186512600,141336,22,IL,Critical Access Hospitals,62249
530 PARK AVENUE EAST,0,PRINCETON,BUREAU,Yes,0,0,0,41.36799,-89.456462,0,PERRY MEMORIAL HOSPITAL,0,Government - Local,8158752811,141337,0,IL,Critical Access Hospitals,61356
107 TREMONT STREET,0,HOPEDALE,TAZEWELL,Yes,0,0,0,40.421667,-89.417843,0,HOPEDALE MEDICAL COMPLEX,0,Voluntary non-profit - Private,3094493321,141330,0,IL,Critical Access Hospitals,61747
900 NORTH WASHINGTON STREET,0,DU QUOIN,PERRY,Yes,0,0,0,38.024653,-89.236849,0,MARSHALL BROWNING HOSPITAL,0,Voluntary non-profit - Private,6185422146,141331,0,IL,Critical Access Hospitals,62832
1200 E TREMONT STREET,0,HILLSBORO,MONTGOMERY,Yes,0,0,0,39.153603,-89.481503,0,HILLSBORO AREA HOSPITAL,0,Voluntary non-profit - Private,2175326111,141332,0,IL,Critical Access Hospitals,62049
238 SOUTH CONGRESS STREET,0,RUSHVILLE,SCHUYLER,Yes,0,0,0,40.118329,-90.563595,0,SARAH D CULBERTSON MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,2173224321,141333,0,IL,Critical Access Hospitals,62681
12141 RICHMOND AVE,281,HOUSTON,HARRIS,Yes,0,934,109,29.729191,-95.594538,1592,WEST HOUSTON MEDICAL CENTER,114,Proprietary,2815888080,450644,244,TX,Acute Care Hospitals,77082
7777 FOREST LANE,978,DALLAS,DALLAS,Yes,0,2579,741,32.911207,-96.773198,184,MEDICAL CITY DALLAS HOSPITAL,183,Proprietary,9725666222,450647,2511,TX,Acute Care Hospitals,75230
520 E 6TH STREET,71,ODESSA,ECTOR,Yes,103,847,238,31.851993,-102.364024,714,ODESSA REGIONAL HOSPITAL,270,Proprietary,4325828340,450661,972,TX,Acute Care Hospitals,79761
100 PARK ROAD,0,NOCONA,MONTAGUE,Yes,0,135,0,33.776668,-97.731545,0,NOCONA GENERAL HOSPITAL,120,Government - Hospital District or Authority,9408253235,450641,19,TX,Acute Care Hospitals,76255
10700 MCPHERSON ROAD,108,LAREDO,WEBB,Yes,190,1555,83,27.606603,-99.478263,39,DOCTORS HOSPITAL OF LAREDO,9,Proprietary,9565232000,450643,83,TX,Acute Care Hospitals,78041
5901 E. SEVENTH STREET,0,LONG BEACH,LOS ANGELES,No,0,0,0,33.776624,-118.118982,0,VA LONG BEACH HEALTHCARE SYSTEM,0,Government Federal,5628268000,05027F,0,CA,ACUTE CARE - VETERANS ADMINISTRATION,90822
525 EAST GRANT STREET,32,MACOMB,MCDONOUGH,Yes,377,1920,42,40.447914,-90.665785,141,MC DONOUGH DISTRICT HOSPITAL,356,Government - Hospital District or Authority,3098334101,140089,36,IL,Acute Care Hospitals,61455
5841 SOUTH MARYLAND,2349,CHICAGO,COOK,Yes,653,6932,3016,41.788313,-87.604566,6975,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,1397,Voluntary non-profit - Private,7737021000,140088,5835,IL,Acute Care Hospitals,60637
200 VETERANS AVENUE,0,BECKLEY,RALEIGH,No,0,0,0,37.764943,-81.193356,0,BECKLEY VA MEDICAL CENTER,0,Government Federal,3042552121,51002F,0,WV,ACUTE CARE - VETERANS ADMINISTRATION,25801
355 RIDGE AVE,83,EVANSTON,COOK,Yes,489,2622,142,42.024609,-87.684406,593,PRESENCE SAINT FRANCIS HOSPITAL,44,Voluntary non-profit - Church,8473164000,140080,47,IL,Acute Care Hospitals,60202
645 SOUTH CENTRAL AVE,7,CHICAGO,COOK,Yes,0,116,9,41.872134,-87.763833,14,LORETTO HOSPITAL,0,Proprietary,7736264300,140083,4,IL,Acute Care Hospitals,60644
4646 N MARINE DRIVE,237,CHICAGO,COOK,Yes,486,1442,327,41.966469,-87.64893,1319,LOUIS A WEISS MEMORIAL HOSPITAL,727,Proprietary,7738788700,140082,1243,IL,Acute Care Hospitals,60640
1324 NORTH SHERIDAN ROAD,627,WAUKEGAN,LAKE,Yes,0,0,0,42.378217,-87.832338,0,VISTA MEDICAL CENTER EAST,4,Voluntary non-profit - Other,8473604000,140084,0,IL,Acute Care Hospitals,60085
1000 MCKINLEY PARK DRIVE,282,MARION,MARION,Yes,165,826,119,40.571168,-83.129331,726,MARION GENERAL HOSPITAL,207,Voluntary non-profit - Private,7403838400,360011,115,OH,Acute Care Hospitals,43302
701 PARK AVENUE,643,MINNEAPOLIS,HENNEPIN,Yes,438,4406,1087,44.972084,-93.262234,4910,HENNEPIN COUNTY MEDICAL CENTER,1441,Government - Local,6128733000,240004,5835,MN,Acute Care Hospitals,55415
1650 FOURTH STREET SOUTHEAST,2,ROCHESTER,OLMSTED,Yes,742,194,34,44.020184,-92.441738,387,OLMSTED MEDICAL CENTER,0,Voluntary non-profit - Private,5072872761,240006,6,MN,Acute Care Hospitals,55904
3300 OAKDALE NORTH,2569,ROBBINSDALE,HENNEPIN,Yes,61,6079,2360,45.013971,-93.321984,1779,NORTH MEMORIAL MEDICAL CENTER,2450,Voluntary non-profit - Private,7635205200,240001,2198,MN,Acute Care Hospitals,55422
407 EAST THIRD STREET,54,DULUTH,SAINT LOUIS,Yes,0,242,240,46.793805,-92.095729,276,ESSENTIA HEALTH ST MARY'S MEDICAL CENTER,0,Voluntary non-profit - Private,2187864000,240002,64,MN,Acute Care Hospitals,55805
4605 MACCORKLE AVE SW,283,SOUTH CHARLESTON,KANAWHA,Yes,900,8064,780,38.3556,-81.726563,1502,THOMAS MEMORIAL HOSPITAL,5,Voluntary non-profit - Private,3047663600,510029,968,WV,Acute Care Hospitals,25309
409 FIRST STREET,0,BERNICE,UNION,Yes,0,0,0,32.824092,-92.656449,0,REEVES MEMORIAL MEDICAL CENTER,0,Government - Hospital District or Authority,3182859066,191326,0,LA,Critical Access Hospitals,71222
2900 LAMB CIRCLE,1,CHRISTIANSBURG,MONTGOMERY,Yes,1,5144,389,37.090192,-80.503738,50,CARILION NEW RIVER VALLEY MEDICAL CENTER,0,Voluntary non-profit - Other,5407312000,490042,18,VA,Acute Care Hospitals,24073
4608 HIGHWAY 1,0,RACELAND,LAFOURCHE,Yes,79,0,113,29.703472,-90.564232,0,OCHSNER ST ANNE GENERAL HOSPITAL,0,Voluntary non-profit - Private,9855378377,191324,0,LA,Critical Access Hospitals,70394
200 WEST 134TH PLACE,9,CUT OFF,LAFOURCHE,Yes,0,385,105,29.455882,-90.311525,61,LADY OF THE SEA GENERAL HOSPITAL,0,Government - Hospital District or Authority,9856326401,191325,68,LA,Critical Access Hospitals,70345
1310 WEST SEVENTH STREET,0,KAPLAN,VERMILION,Yes,0,0,0,30.007368,-92.296504,0,ABROM KAPLAN MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,3376438300,191322,0,LA,Critical Access Hospitals,70548
407 CINCINNATI STREET,0,DELHI,RICHLAND,Yes,0,266,24,32.453695,-91.494044,0,RICHLAND PARISH HOSPITAL-DELHI,0,Government - Hospital District or Authority,3188785171,191323,0,LA,Critical Access Hospitals,71232
1175 PINE STREET,0,ARCADIA,BIENVILLE,Yes,0,0,0,32.549085,-92.916007,0,BIENVILLE MEDICAL CENTER,0,Proprietary,3182634700,191320,0,LA,Critical Access Hospitals,71001
2401 WEST MAIN,0,MARION,WILLIAMSON,No,0,0,0,37.729933,-88.955078,0,MARION IL VA MEDICAL CENTER,0,Government Federal,6189975311,14008F,0,IL,ACUTE CARE - VETERANS ADMINISTRATION,62959
15031 RINALDI ST,0,MISSION HILLS,LOS ANGELES,Yes,0,0,0,34.280154,-118.460335,0,PROVIDENCE HOLY CROSS MEDICAL CENTER,0,Voluntary non-profit - Church,8183658051,50278,0,CA,Acute Care Hospitals,91346
6601 WHITE FEATHER ROAD,0,JOSHUA TREE,SAN BERNARDINO,Yes,0,0,0,34.132713,-116.276241,0,HI-DESERT MEDICAL CENTER,0,Government - Hospital District or Authority,7603666285,50279,0,CA,Acute Care Hospitals,92252
2075 EAST FLAMINGO ROAD,36,LAS VEGAS,CLARK,Yes,0,3317,70,36.113634,-115.125727,614,DESERT SPRINGS HOSPITAL,0,Proprietary,7023697600,290022,51,NV,Acute Care Hospitals,89119
7519 HOSPITAL ROAD,65,GLOUCESTER,GLOUCESTER,Yes,699,1113,75,37.419175,-76.543376,469,RIVERSIDE WALTER REED HOSPITAL,0,Voluntary non-profit - Private,8046938800,490130,36,VA,Acute Care Hospitals,23061
"13700 ST FRANCIS BLVD, SUITE 100",439,MIDLOTHIAN,CHESTERFIELD,Yes,0,2641,231,37.466339,-77.659259,1449,BON SECOURS ST FRANCIS MEDICAL CENTER,296,Voluntary non-profit - Church,8045947400,490136,168,VA,Acute Care Hospitals,23114
PO BOX 200,0,CATAWBA,ROANOKE,No,0,0,0,37.3825,-80.109444,0,CATAWBA HOSPITAL,0,Government - State,7033754201,490135,0,VA,Acute Care Hospitals,24070
5001 E PATRICK HENRY HWY - HIGHWAY 360 AND 460,0,BURKEVILLE,NOTTOWAY,No,0,0,0,37.190237,-78.215987,0,PIEDMONT GERIATRIC HOSPITAL,0,Government - State,4347674401,490134,0,VA,Acute Care Hospitals,23922
401 15TH AVENUE SE,294,PUYALLUP,PIERCE,Yes,2,448,359,47.178585,-122.29004,1068,MULTICARE GOOD SAMARITAN HOSPITAL,2640,Voluntary non-profit - Private,2536972102,500079,27,WA,Acute Care Hospitals,98372
350 TERRACINA BLVD,0,REDLANDS,SAN BERNARDINO,Yes,0,0,0,34.036537,-117.205174,0,REDLANDS COMMUNITY HOSPITAL,0,Government - Federal,9093355500,50272,0,CA,Acute Care Hospitals,92373
4777 EAST GALBRAITH ROAD,309,CINCINNATI,HAMILTON,Yes,440,3676,181,39.206367,-84.380784,707,"JEWISH HOSPITAL, LLC",194,Voluntary non-profit - Private,5136863003,360016,151,OH,Acute Care Hospitals,45236
1650 W COLLEGE ST,103,GRAPEVINE,TARRANT,Yes,0,731,357,32.93399,-97.093823,357,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,6,Voluntary non-profit - Private,8174811588,450563,31,TX,Acute Care Hospitals,76051
2500 ALHAMBRA AVE,0,MARTINEZ,CONTRA COSTA,Yes,0,0,0,38.006764,-122.132794,0,CONTRA COSTA REGIONAL MEDICAL CENTER,0,Government - Local,9253705000,50276,0,CA,Acute Care Hospitals,94553
2776 PACIFIC AVE,0,LONG BEACH,LOS ANGELES,Yes,0,0,0,33.807205,-118.192982,0,PACIFIC HOSPITAL OF LONG BEACH,0,Proprietary,5625951911,50277,0,CA,Acute Care Hospitals,90806
645 EAST 5TH STREET,0,WEISER,WASHINGTON,Yes,0,0,0,44.248733,-116.962175,0,WEISER MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,2085490370,131307,0,ID,Critical Access Hospitals,83672
510 ROOSEVELT STREET,0,AMERICAN FALLS,POWER,Yes,0,0,0,42.781855,-112.849307,0,HARMS MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,2082263200,131304,0,ID,Critical Access Hospitals,83211
203 SOUTH DAISY STREET,0,SALMON,LEMHI,Yes,0,0,0,45.172703,-113.8914,0,STEELE MEMORIAL MEDICAL CENTER,0,Voluntary non-profit - Other,2087565600,131305,0,ID,Critical Access Hospitals,83467
267 NORTH CANYON DR,0,GOODING,GOODING,Yes,0,0,0,42.923486,-114.710988,0,NORTH CANYON MEDICAL CENTER,0,Voluntary non-profit - Other,2089344433,131302,0,ID,Critical Access Hospitals,83330
150 NORTH 200 WEST,0,MALAD CITY,ONEIDA,Yes,0,0,0,42.189003,-112.250733,0,ONEIDA COUNTY HOSPITAL,0,Government - Local,2087662231,131303,0,ID,Critical Access Hospitals,83252
6640 KANIKSU STREET,0,BONNERS FERRY,BOUNDARY,Yes,0,0,0,48.703106,-116.324325,0,BOUNDARY COMMUNITY HOSPITAL,0,Voluntary non-profit - Other,2082674850,131301,0,ID,Critical Access Hospitals,83805
950 15TH STREET,0,AUGUSTA,RICHMOND,No,0,0,0,33.472451,-81.990262,0,AUGUSTA VA MEDICAL CENTER,0,Government Federal,7068232201,11030F,0,GA,ACUTE CARE - VETERANS ADMINISTRATION,30901
300 SOUTH PRESTON STREET,0,RANSON,JEFFERSON,Yes,0,0,0,39.295999,-77.858311,0,JEFFERSON MEDICAL CENTER,0,Voluntary non-profit - Private,3047281600,511319,0,WV,Critical Access Hospitals,25438
651 DUNLOP LANE,362,CLARKSVILLE,MONTGOMERY,Yes,22,1246,625,36.581991,-87.270503,2583,GATEWAY MEDICAL CENTER,103,Government - Hospital District or Authority,9315021000,440035,2649,TN,Acute Care Hospitals,37040
402 LAKE CASCADE PARKWAY,0,CASCADE,VALLEY,Yes,0,0,0,44.514204,-116.042886,0,CASCADE MEDICAL CENTER,0,Government - Hospital District or Authority,2083824242,131308,0,ID,Critical Access Hospitals,83611
300 SOUTH 3RD WEST,0,SODA SPRINGS,CARIBOU,No,0,0,0,42.652546,-111.613339,0,CARIBOU MEMORIAL HOSPITAL,0,Government - Local,2085473341,131309,0,ID,Critical Access Hospitals,83276
620 SHADOW LANE,66,LAS VEGAS,CLARK,Yes,0,2452,89,36.163802,-115.165737,217,VALLEY HOSPITAL MEDICAL CENTER,9,Proprietary,7023884000,290021,42,NV,Acute Care Hospitals,89106
601 E ROLLINS ST,1017,ORLANDO,ORANGE,Yes,2789,15276,2427,28.574397,-81.369864,5034,FLORIDA HOSPITAL,516,Voluntary non-profit - Private,4073031976,100007,3683,FL,Acute Care Hospitals,32803
1414 S KUHL AVE,702,ORLANDO,ORANGE,Yes,134,5065,1371,28.525166,-81.377293,1070,ORLANDO HEALTH,69,Voluntary non-profit - Private,3218415111,100006,212,FL,Acute Care Hospitals,32806
655 W 8TH ST,813,JACKSONVILLE,DUVAL,Yes,1115,3660,852,30.349107,-81.663926,1049,UF HEALTH JACKSONVILLE,25,Voluntary non-profit - Private,9042440411,100001,2677,FL,Acute Care Hospitals,32209
2815 S SEACREST BLVD,884,BOYNTON BEACH,PALM BEACH,Yes,35,3013,498,26.504787,-80.069794,258,BETHESDA  HOSPITAL EAST,73,Voluntary non-profit - Private,5617377733,100002,95,FL,Acute Care Hospitals,33435
1034 NORTH 500 WEST,839,PROVO,UTAH,Yes,254,4642,497,40.247957,-111.665771,2011,UTAH VALLEY REGIONAL MEDICAL CENTER,348,Voluntary non-profit - Private,8013737850,460001,562,UT,Acute Care Hospitals,84604
4250 BETHEL ROAD,0,OLIVE BRANCH,DESOTO,Yes,0,0,0,34.922639,-89.79215,0,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,0,Voluntary non-profit - Private,6629329000,250167,0,MS,Acute Care Hospitals,38654
111 SOUTH GRANT AVENUE,1890,COLUMBUS,FRANKLIN,Yes,1,2819,347,39.960808,-82.991189,3787,GRANT MEDICAL CENTER,857,Voluntary non-profit - Church,6145669978,360017,3512,OH,Acute Care Hospitals,43215
421 N MAIN ST,0,LEEDS,HAMPSHIRE,No,0,0,0,42.347147,-72.685962,0,NORTHAMPTON VA MEDICAL CENTER,0,Government Federal,4135844040,22009F,0,MA,ACUTE CARE - VETERANS ADMINISTRATION,1053
1400 NW 12TH AVE,636,MIAMI,MIAMI-DADE,Yes,0,3451,404,25.788503,-80.215835,1477,UNIVERSITY OF MIAMI HOSPITAL,231,Voluntary non-profit - Private,3053255511,100009,612,FL,Acute Care Hospitals,33136
8900 N KENDALL DR,247,MIAMI,MIAMI-DADE,Yes,27,4718,663,25.68306,-80.340452,310,BAPTIST HOSPITAL OF MIAMI INC,1726,Voluntary non-profit - Private,7865961960,100008,83,FL,Acute Care Hospitals,33176
851 LOCUST STREET,6,ROGERSVILLE,HAWKINS,Yes,229,438,2,36.399503,-83.013424,77,WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,151,Voluntary non-profit - Private,4239217000,440032,4,TN,Acute Care Hospitals,37857
1601 YGNACIO VALLEY RD,0,WALNUT CREEK,CONTRA COSTA,Yes,0,0,0,37.913168,-122.041102,0,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,0,Voluntary non-profit - Other,9259393000,50180,0,CA,Acute Care Hospitals,94598
250 SOUTH 21ST STREET,950,EASTON,NORTHAMPTON,Yes,87,3472,495,40.687083,-75.24272,596,EASTON HOSPITAL,254,Proprietary,6102504076,390162,4053,PA,Acute Care Hospitals,18042
118 N HOSPITAL DR,21,ABBEVILLE,VERMILION,Yes,4,162,3,29.973693,-92.107854,62,ABBEVILLE GENERAL HOSPITAL,10,Government - Hospital District or Authority,3378935466,190034,57,LA,Acute Care Hospitals,70510
1516 JEFFERSON HWY,2551,NEW ORLEANS,JEFFERSON,Yes,1095,18269,4157,29.962706,-90.144978,2751,OCHSNER MEDICAL CENTER,2168,Voluntary non-profit - Private,5048423000,190036,3839,LA,Acute Care Hospitals,70121
1101 MEDICAL CENTER BLVD,1249,MARRERO,JEFFERSON,Yes,0,2111,783,29.893401,-90.096041,595,WEST JEFFERSON MEDICAL CENTER,76,Government - Hospital District or Authority,5043475511,190039,66,LA,Acute Care Hospitals,70072
300 CANAL STREET,0,KING CITY,MONTEREY,Yes,0,0,0,36.205981,-121.132912,0,GEORGE L MEE MEMORIAL HOSPITAL,0,Voluntary non-profit - Other,8313856000,50189,0,CA,Acute Care Hospitals,93930
3100 SHORE DR,53,MARINETTE,MARINETTE,Yes,431,1872,251,45.071277,-87.619335,364,BAY AREA MED CTR,1,Voluntary non-profit - Private,7157356621,520113,51,WI,Acute Care Hospitals,54143
910 20TH ST,0,GOTHENBURG,DAWSON,Yes,0,0,0,40.938899,-100.153578,0,GOTHENBURG MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,3085373661,281313,0,NE,Critical Access Hospitals,69138
"P O BOX 310, 606/706 EWING AVE",0,GENOA,NANCE,Yes,0,0,0,41.443451,-97.733382,0,GENOA COMMUNITY HOSPITAL,0,Government - Local,4029932283,281312,0,NE,Critical Access Hospitals,68640
"P O BOX 315, 1406 Q ST",0,FRANKLIN,FRANKLIN,Yes,0,0,0,40.101541,-98.954788,0,FRANKLIN COUNTY MEMORIAL HOSPITAL,0,Government - Local,3084256221,281311,0,NE,Critical Access Hospitals,68939
1100 WEST 2ND ST,0,OSHKOSH,GARDEN,Yes,0,0,0,41.413075,-102.347515,0,GARDEN COUNTY HEALTH SERVICES,0,Government - Local,3087723283,281310,0,NE,Critical Access Hospitals,69154
"P O BOX 340, 308 WEST 2ND",0,TILDEN,ANTELOPE,Yes,0,0,0,42.047317,-97.837817,0,TILDEN COMMUNITY HOSPITAL,0,Government - Local,4023685343,281317,0,NE,Critical Access Hospitals,68781
"P O BOX 465, 621 N FRANKLIN ST",0,RED CLOUD,WEBSTER,Yes,0,0,0,40.091117,-98.527492,0,WEBSTER COUNTY COMMUNITY HOSPITAL,0,Government - Local,4027465600,281316,0,NE,Critical Access Hospitals,68970
"P O BOX 187, 520 EAST 10TH ST",0,SUPERIOR,NUCKOLLS,Yes,0,0,0,40.026216,-98.066394,0,BRODSTONE MEMORIAL HOSP,0,Voluntary non-profit - Private,4028793281,281315,0,NE,Critical Access Hospitals,68978
"P O BOX 428, 531 BEEBE ST",0,OSCEOLA,POLK,Yes,0,0,0,41.169791,-97.549304,0,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,0,Government - Local,4027472031,281314,0,NE,Critical Access Hospitals,68651
"P O BOX 277, 2200 H ST",0,FAIRBURY,JEFFERSON,Yes,0,0,0,40.156503,-97.17605,0,JEFFERSON COMMUNITY HEALTH CENTER,0,Voluntary non-profit - Private,4027293351,281319,0,NE,Critical Access Hospitals,68352
"P O BOX 579, 1313 S STREET",0,BRIDGEPORT,MORRILL,Yes,0,0,0,41.662142,-103.091399,0,MORRILL COUNTY COMMUNITY HOSPITAL,0,Government - Local,3082621616,281318,0,NE,Critical Access Hospitals,69336
530 NEW BRUNSWICK AVE,318,PERTH AMBOY,MIDDLESEX,Yes,312,2166,484,40.518906,-74.281783,721,RARITAN BAY MEDICAL CENTER,1159,Voluntary non-profit - Private,7324423700,310039,194,NJ,Acute Care Hospitals,8861
ONE ROBERT WOOD JOHNSON PL,1191,NEW BRUNSWICK,MIDDLESEX,Yes,29,3413,765,40.495487,-74.449499,300,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,540,Voluntary non-profit - Private,7329378900,310038,277,NJ,Acute Care Hospitals,8901
705 EAST GREENWOOD AV,2,BOWIE,MONTAGUE,Yes,0,281,4,33.561975,-97.835282,0,BOWIE MEMORIAL HOSPITAL,20,Government - Hospital District or Authority,9408721126,450497,18,TX,Acute Care Hospitals,76230
FAGAALU VILLAGE,0,PAGO PAGO,,Yes,0,0,0,-14.273487,-170.684012,0,LBJ TROPICAL MEDICAL CENTER,0,Government - Hospital District or Authority,6846334590,640001,0,AS,Acute Care Hospitals,96799
200 SOUTH GENEVA STREET,0,BRECKENRIDGE,STEPHENS,Yes,62,76,0,32.754706,-98.887733,43,STEPHENS MEMORIAL HOSPITAL,0,Government - Local,2545592241,450498,155,TX,Acute Care Hospitals,76424
423 EAST 23RD STREET,0,NEW YORK,NEW YORK,No,0,0,0,40.736864,-73.976935,0,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,0,Government Federal,2126867500,33017F,0,NY,ACUTE CARE - VETERANS ADMINISTRATION,10010
1050 EAST SOUTH TEMPLE,97,SALT LAKE CITY,SALT LAKE,Yes,0,301,202,40.768223,-111.861077,512,SALT LAKE REGIONAL MEDICAL CENTER,45,Proprietary,8013504111,460003,608,UT,Acute Care Hospitals,84102
1100 KENTUCKY AVE,27,WEST PLAINS,HOWELL,Yes,0,14,1,36.737989,-91.875539,7,OZARKS MEDICAL CENTER,1,Voluntary non-profit - Other,4172569111,260078,5,MO,Acute Care Hospitals,65775
