Address,Cardiovascular,City,County,Emergency Services,Eye,Gastrointestinal,Genitourinary,Latitude,Longitude,Musculoskeletal,Name,Nervous System,Ownership,Phone Number,Provider ID,Skin,State,Type,ZIP Code
17 BELMONT AVE,29,BRATTLEBORO,WINDHAM,Yes,412,1876,97,42.8434,-72.56527,426,BRATTLEBORO MEMORIAL HOSPITAL,100,Voluntary non-profit - Private,8022570341,470011,10,VT,Acute Care Hospitals,5301
202 S PARK ST,166,MADISON,DANE,Yes,0,10621,613,43.065819,-89.40148,640,MERITER HOSPITAL,5,Voluntary non-profit - Private,6084176000,520089,17,WI,Acute Care Hospitals,53715
170 NORTH 1100 EAST,318,AMERICAN FORK,UTAH,Yes,307,3333,195,40.380424,-111.767184,737,AMERICAN FORK HOSPITAL,194,Voluntary non-profit - Private,8018553305,460023,34,UT,Acute Care Hospitals,84003
2485 HIGHWAY 644,7,LOUISA,LAWRENCE,Yes,100,1051,209,38.085305,-82.598595,76,THREE RIVERS MEDICAL CENTER,0,Proprietary,6066389451,180128,24,KY,Acute Care Hospitals,41230
805 S OAKLAND,0,SAINT JOHNS,CLINTON,Yes,0,0,0,42.994038,-84.555784,0,SPARROW CLINTON HOSPITAL,0,Proprietary,9892246881,231326,0,MI,Critical Access Hospitals,48879
1000 NORTH MAIN STREET,0,RICHFIELD,SEVIER,Yes,0,708,0,38.781518,-112.084755,37,SEVIER VALLEY MEDICAL CENTER,673,Voluntary non-profit - Private,4358934100,460026,3,UT,Acute Care Hospitals,84701
100 FAIRVIEW DRIVE - PO BOX 817,26,FRANKLIN,FRANKLIN CITY,Yes,179,495,85,36.691766,-76.937344,263,SOUTHAMPTON MEMORIAL HOSPITAL,32,Proprietary,7575696100,490092,94,VA,Acute Care Hospitals,23851
1338 PHAY AVE,0,CANON CITY,FREMONT,Yes,0,0,0,38.455739,-105.229734,0,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,0,Voluntary non-profit - Church,7192852000,60016,0,CO,Acute Care Hospitals,81212
11600 WEST 2ND PLACE,0,LAKEWOOD,JEFFERSON,Yes,0,0,0,39.71703,-105.128706,0,CENTURA HEALTH-ST ANTHONY HOSPITAL,0,Voluntary non-profit - Church,7203210000,60015,0,CO,Acute Care Hospitals,80228
1719 E 19TH AVE,0,DENVER,DENVER,Yes,0,0,0,39.747182,-104.966682,0,PRESBYTERIAN ST LUKES MEDICAL CENTER,0,Government - State,3038396000,60014,0,CO,Acute Care Hospitals,80218
1010 THREE SPRINGS BLVD,0,DURANGO,LA PLATA,Yes,0,0,0,37.236125,-107.825768,0,MERCY REGIONAL MEDICAL CENTER,0,Voluntary non-profit - Church,9702474311,60013,0,CO,Acute Care Hospitals,81301
1008 MINNEQUA AVE,0,PUEBLO,PUEBLO,Yes,0,0,0,38.233686,-104.623073,0,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,0,Voluntary non-profit - Church,7195574000,60012,0,CO,Acute Care Hospitals,81004
777 BANNOCK ST,0,DENVER,DENVER,Yes,0,0,0,39.727928,-104.990946,0,DENVER HEALTH MEDICAL CENTER,0,Government - State,3034366000,60011,0,CO,Acute Care Hospitals,80204
1024 S LEMAY AVE,0,FORT COLLINS,LARIMER,Yes,0,0,0,40.571756,-105.056892,0,POUDRE VALLEY HOSPITAL,0,Voluntary non-profit - Private,9704957000,60010,0,CO,Acute Care Hospitals,80524
314 SOUTH WELLS STREET,0,SISTERSVILLE,TYLER,Yes,0,0,0,39.558967,-81.003363,0,SISTERSVILLE GENERAL HOSPITAL,0,Voluntary non-profit - Private,3046522611,511304,0,WV,Critical Access Hospitals,26175
709 W MAIN STREET,0,MANCHESTER,DELAWARE,Yes,0,0,0,42.483903,-91.465993,0,REGIONAL MEDICAL CENTER,0,Government - Local,5639273232,161343,0,IA,Critical Access Hospitals,52057
200 HOSPITAL DRIVE,2,SPENCER,ROANE,Yes,6,365,0,38.815732,-81.367945,0,ROANE GENERAL HOSPITAL,0,Voluntary non-profit - Private,3049274444,511306,0,WV,Critical Access Hospitals,25276
1 HOSPITAL PLAZA,0,GRAFTON,TAYLOR,Yes,0,0,0,39.343791,-80.025259,0,GRAFTON CITY HOSPITAL,0,Government - Local,3042650400,511307,0,WV,Critical Access Hospitals,26354
MANSFIELD HILL P O BOX 930,0,PHILIPPI,BARBOUR,Yes,0,0,0,39.151571,-80.045183,0,"BROADDUS HOSPITAL ASSOCIATION, INC",0,Voluntary non-profit - Private,3044571760,511300,0,WV,Critical Access Hospitals,26416
P O BOX 312 (MILLER MOUNTAIN DRIVE),0,WEBSTER SPRINGS,WEBSTER,Yes,0,0,0,38.482497,-80.412194,0,WEBSTER COUNTY MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,3048475682,511301,0,WV,Critical Access Hospitals,26288
601 N ELM ST  PO BOX HP-5,2387,HIGH POINT,GUILFORD,Yes,0,2815,2250,35.955692,-80.005318,967,HIGH POINT REGIONAL HOSPITAL,548,Voluntary non-profit - Private,3368786000,340004,645,NC,Acute Care Hospitals,27261
3100 SOUTHWEST 89TH STREET,0,OKLAHOMA CITY,OKLAHOMA,Yes,0,0,14,35.376239,-97.570264,15,"COMMUNITY HOSPITAL, LLC",39,Physician,4056028100,370203,0,OK,Acute Care Hospitals,73159
101 HOSPITAL ROAD,124,PATCHOGUE,SUFFOLK,Yes,719,3174,197,40.78,-72.977628,612,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,493,Voluntary non-profit - Private,6316547100,330141,80,NY,Acute Care Hospitals,11772
301 PROSPECT AVENUE,903,SYRACUSE,ONONDAGA,Yes,0,4953,816,43.055707,-76.149807,1293,ST JOSEPH'S HOSPITAL HEALTH CENTER,2019,Voluntary non-profit - Private,3154485111,330140,6019,NY,Acute Care Hospitals,13203
14700 LAKESHORE DRIVE,0,CHARLEVOIX,CHARLEVOIX,Yes,0,0,0,45.205789,-85.386652,0,CHARLEVOIX AREA HOSPITAL,0,Voluntary non-profit - Other,2315474024,231322,0,MI,Critical Access Hospitals,49720
4050 WEST MEMORIAL ROAD,1034,OKLAHOMA CITY,OKLAHOMA,Yes,0,1,85,35.60782,-97.597216,85,OKLAHOMA HEART HOSPITAL,0,Physician,4056083200,370215,56,OK,Acute Care Hospitals,73120
1101 VETERANS DRIVE,0,LEXINGTON,FAYETTE,No,0,0,0,38.029732,-84.506738,0,LEXINGTON VA MEDICAL CENTER,0,Government Federal,8592334511,18007F,0,KY,ACUTE CARE - VETERANS ADMINISTRATION,40502
6901 SOUTH OLYMPIA AVENUE,0,TULSA,TULSA,Yes,389,18,33,36.064061,-96.003535,765,TULSA SPINE & SPECIALTY HOSPITAL,5042,Physician,9183885701,370216,33,OK,Acute Care Hospitals,74132
151 REDSTONE AVE SE,1197,CRESTVIEW,OKALOOSA,Yes,846,1197,294,30.735571,-86.562132,234,NORTH OKALOOSA MEDICAL CENTER,0,Voluntary non-profit - Private,8506898100,100122,254,FL,Acute Care Hospitals,32539
306 STANAFORD ROAD,484,BECKLEY,RALEIGH,Yes,470,1918,156,37.798658,-81.168208,663,BECKLEY ARH HOSPITAL,65,Voluntary non-profit - Private,3042553456,510062,470,WV,Acute Care Hospitals,25801
200 N MAIN ST,0,MCVILLE,NELSON,Yes,0,0,0,47.765627,-98.177345,0,NELSON COUNTY HEALTH SYSTEM,0,Voluntary non-profit - Private,7013224328,351308,0,ND,Critical Access Hospitals,58254
215 PERRY HILL ROAD,0,MONTGOMERY,MONTGOMERY,No,0,0,0,32.377333,-86.246227,0,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,0,Government Federal,3342604100,01019F,0,AL,ACUTE CARE - VETERANS ADMINISTRATION,36109
1501 PASADENA AVE SOUTH,72,SAINT PETERSBURG,PINELLAS,Yes,0,822,358,27.753015,-82.74003,418,PALMS OF PASADENA HOSPITAL,344,Proprietary,7273811000,100126,716,FL,Acute Care Hospitals,33707
300 PINELLAS ST,38342,CLEARWATER,PINELLAS,Yes,195,4154,2978,27.953082,-82.803824,2231,MORTON PLANT HOSPITAL,967,Voluntary non-profit - Private,7274627000,100127,2426,FL,Acute Care Hospitals,33756
6002 BERRYHILL RD,108,MILTON,SANTA ROSA,Yes,0,16,229,30.632619,-87.067984,660,SANTA ROSA MEDICAL CENTER,12,Proprietary,8506267762,100124,445,FL,Acute Care Hospitals,32570
975 BAPTIST WAY,28,HOMESTEAD,MIAMI-DADE,Yes,91,913,324,25.479421,-80.430443,933,HOMESTEAD HOSPITAL,52,Voluntary non-profit - Private,7862438000,100125,2758,FL,Acute Care Hospitals,33033
516 NORTH MAIN ST,0,WATFORD CITY,MCKENZIE,Yes,0,59,0,47.806556,-103.283093,0,MCKENZIE COUNTY HEALTHCARE SYSTEMS,0,Voluntary non-profit - Private,7018423000,351302,0,ND,Critical Access Hospitals,58854
800 11TH ST,0,CHARLES CITY,FLOYD,Yes,0,0,0,43.051743,-92.685034,0,FLOYD COUNTY MEMORIAL HOSPITAL,0,Government - Local,6412286830,161347,0,IA,Critical Access Hospitals,50616
1 TAMPA GENERAL CIRCLE,3041,TAMPA,HILLSBOROUGH,Yes,495,5053,942,27.937524,-82.459251,675,TAMPA GENERAL HOSPITAL,532,Voluntary non-profit - Private,8138447000,100128,111,FL,Acute Care Hospitals,33606
615 6TH ST SE,0,STANLEY,MOUNTRAIL,Yes,0,25,0,48.312697,-102.380833,4,MOUNTRAIL COUNTY MEDICAL CENTER,0,Voluntary non-profit - Other,7016282424,351301,0,ND,Critical Access Hospitals,58784
1200 ROBERTS AVE NE,0,COOPERSTOWN,GRIGGS,Yes,0,0,0,47.445604,-98.119252,0,COOPERSTOWN MEDICAL CENTER,0,Voluntary non-profit - Private,7017972221,351306,0,ND,Critical Access Hospitals,58425
316 OHMER STREET,0,BOTTINEAU,BOTTINEAU,Yes,81,94,0,48.829248,-100.449136,10,ST ANDREWS HEALTH CENTER - CAH,0,Voluntary non-profit - Church,7012289300,351307,0,ND,Critical Access Hospitals,58318
220 5TH AVE W,0,TURTLE LAKE,MCLEAN,Yes,0,0,0,47.517906,-100.893483,0,COMMUNITY MEMORIAL HOSPITAL,0,Voluntary non-profit - Church,7014482331,351304,0,ND,Critical Access Hospitals,58575
PO BOX 697,0,KENMARE,WARD,Yes,0,0,0,48.674748,-102.082664,0,KENMARE COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7013854296,351305,0,ND,Critical Access Hospitals,58746
2100 W SUNSET DR,18,RIVERTON,FREMONT,Yes,0,577,123,43.034754,-108.418676,280,SAGEWEST HEALTH CARE,4,Proprietary,3078564161,530008,537,WY,Acute Care Hospitals,82501
600 9TH AVENUE NORTH,0,SIBLEY,OSCEOLA,Yes,0,0,0,43.402431,-95.741714,0,OSCEOLA COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7127542574,161345,0,IA,Critical Access Hospitals,51249
2350 MEADOWS BLVD,0,CASTLE ROCK,DOUGLAS,Yes,0,0,0,39.404731,-104.886684,0,CASTLE ROCK ADVENTIST HOSPITAL,0,Voluntary non-profit - Private,7204552500,60125,0,CO,Acute Care Hospitals,80109
11650 W 2ND PLACE,0,LAKEWOOD,JEFFERSON,Yes,0,0,0,39.717348,-105.129542,0,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,0,Proprietary,7203215000,60124,0,CO,Acute Care Hospitals,80228
727 HOSPITAL DRIVE,1740,SHELBYVILLE,SHELBY,Yes,1712,13288,1195,38.209599,-85.235978,4950,JEWISH HOSPITAL - SHELBYVILLE,3595,Voluntary non-profit - Private,5026474300,180016,1143,KY,Acute Care Hospitals,40065
1301 NORTH RACE STREET,443,GLASGOW,BARREN,Yes,0,3270,296,37.010789,-85.903415,589,T J SAMSON COMMUNITY HOSPITAL,382,Voluntary non-profit - Other,2706514159,180017,1152,KY,Acute Care Hospitals,42141
300 EL CAMINO REAL,0,SIERRA VISTA,COCHISE,Yes,0,0,0,31.551159,-110.272479,0,SIERRA VISTA REGIONAL HEALTH CENTER,0,Voluntary non-profit - Other,5204173001,30043,0,AZ,Acute Care Hospitals,85635
3651 WHEELER ROAD,91,AUGUSTA,RICHMOND,Yes,0,2969,269,33.483008,-82.09015,441,DOCTORS HOSPITAL,1116,Proprietary,7066516008,110177,303,GA,Acute Care Hospitals,30909
913 NORTH DIXIE AVENUE,338,ELIZABETHTOWN,HARDIN,Yes,857,7051,1230,37.713231,-85.876707,1717,HARDIN MEMORIAL HOSPITAL,1342,Government - Local,2707371212,180012,1893,KY,Acute Care Hospitals,42701
250 PARK STREET,974,BOWLING GREEN,WARREN,Yes,756,5221,2112,36.99641,-86.430058,2097,THE MEDICAL CENTER AT BOWLING GREEN,521,Voluntary non-profit - Private,2707451000,180013,1575,KY,Acute Care Hospitals,42101
ONE SAINT JOSEPH DRIVE,2027,LEXINGTON,FAYETTE,Yes,68,4512,1378,38.031665,-84.521264,1661,SAINT JOSEPH HOSPITAL,1310,Voluntary non-profit - Church,8593131000,180010,2288,KY,Acute Care Hospitals,40504
1001 SAINT JOSEPH LANE,102,LONDON,LAUREL,Yes,0,2179,266,37.117838,-84.109104,796,SAINT JOSEPH LONDON,997,Voluntary non-profit - Private,6063306000,180011,43,KY,Acute Care Hospitals,40741
1700 BRAZOS,0,ROCKDALE,MILAM,Yes,0,0,0,30.650338,-97.020106,0,LITTLE RIVER HEALTHCARE,0,Proprietary,5124464500,451357,0,TX,Critical Access Hospitals,76567
425 NORTH ELM STREET,0,SAUK CENTRE,STEARNS,Yes,0,0,0,45.745515,-94.954651,0,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,0,Voluntary non-profit - Private,3203522221,241368,0,MN,Critical Access Hospitals,56378
"515 SOUTH MOORE STREET, PO BOX 160",0,BLUE EARTH,FARIBAULT,Yes,0,0,0,43.63429,-94.100903,0,UNITED HOSPITAL DISTRICT,0,Government - Hospital District or Authority,5075263273,241369,0,MN,Critical Access Hospitals,56013
125 BUENA VISTA CIRCLE,33,SOUTH HILL,MECKLENBURG,Yes,23,775,52,36.734253,-78.13328,55,"COMMUNITY MEMORIAL HEALTHCENTER, INC",267,Voluntary non-profit - Private,4344473151,490098,24,VA,Acute Care Hospitals,23970
4815 N. ASSEMBLY STREET,0,SPOKANE,SPOKANE,No,0,0,0,47.702918,-117.476727,0,SPOKANE VA MEDICAL CENTER,0,Government Federal,5094347000,50011F,0,WA,ACUTE CARE - VETERANS ADMINISTRATION,99205
1013 HART BOULEVARD,6,MONTICELLO,WRIGHT,Yes,257,286,12,45.300498,-93.780288,219,CENTRACARE HEALTH - MONTICELLO,0,Government - Hospital District or Authority,7632952945,241362,0,MN,Critical Access Hospitals,55362
"400 EAST FIRST STREET, PO BOX 660",0,MORRIS,STEVENS,Yes,0,0,0,45.58519,-95.905558,0,STEVENS COMMUNITY MEDICAL CENTER,0,Voluntary non-profit - Private,3205891313,241363,0,MN,Critical Access Hospitals,56267
115 10TH AVENUE NORTHEAST,0,DEER RIVER,ITASCA,Yes,0,0,0,47.343554,-93.792623,0,DEER RIVER HEALTHCARE CENTER,0,Voluntary non-profit - Private,2182462900,241360,0,MN,Critical Access Hospitals,56636
301 2ND STREET NORTHEAST,0,NEW PRAGUE,SCOTT,Yes,0,0,0,44.546149,-93.574017,0,MAYO CLINIC HEALTH SYSTEM - NEW PRAGUE,0,Voluntary non-profit - Private,9527588101,241361,0,MN,Critical Access Hospitals,56071
612 SOUTH SIBLEY AVENUE,0,LITCHFIELD,MEEKER,Yes,0,0,0,45.119997,-94.528058,0,MEEKER MEMORIAL HOSPITAL,0,Proprietary,3206933242,241366,0,MN,Critical Access Hospitals,55355
301 SOUTH HIGHWAY 65,0,MORA,KANABEC,Yes,0,0,0,45.874765,-93.291156,0,FIRSTLIGHT HEALTH SYSTEM,0,Government - Local,3202253315,241367,0,MN,Critical Access Hospitals,55051
512 SKYLINE BOULEVARD,0,CLOQUET,CARLTON,Yes,0,0,0,46.731816,-92.462185,0,COMMUNITY MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,2188794641,241364,0,MN,Critical Access Hospitals,55720
1815 WISCONSIN AVENUE,0,BENSON,SWIFT,Yes,0,0,0,45.314627,-95.608317,0,SWIFT COUNTY BENSON HOSPITAL,0,Government - Hospital District or Authority,3208434232,241365,0,MN,Critical Access Hospitals,56215
102 HOSPITAL CIR,7,DONALSONVILLE,SEMINOLE,Yes,0,531,12,31.050934,-84.880409,43,DONALSONVILLE HOSPITAL INC,0,Voluntary non-profit - Private,2295245217,110194,216,GA,Acute Care Hospitals,39845
1700 MEDICAL WAY,192,SNELLVILLE,GWINNETT,Yes,151,546,411,33.876829,-84.021362,1602,EASTSIDE MEDICAL CENTER,1386,Proprietary,7707362498,110192,1391,GA,Acute Care Hospitals,30078
"509 SUMTER STREET, BOX 770",0,MONTEZUMA,MACON,Yes,0,0,0,32.305158,-84.027407,0,FLINT RIVER HOSPITAL,0,Proprietary,4784723100,110190,0,GA,Acute Care Hospitals,31063
1133 EAGLE'S LANDING PARKWAY,781,STOCKBRIDGE,HENRY,Yes,23,3108,233,33.510616,-84.227396,739,PIEDMONT HENRY HOSPITAL,142,Government - Hospital District or Authority,6786041000,110191,794,GA,Acute Care Hospitals,30281
8 DOCTORS PARK ROAD,47,MOUNT VERNON,JEFFERSON,Yes,350,539,877,38.311984,-88.935145,531,CROSSROADS COMMUNITY HOSPITAL,467,Proprietary,6182445500,140294,136,IL,Acute Care Hospitals,62864
20 HARTFORD STREET,0,HOULTON,AROOSTOOK,Yes,0,0,0,46.131456,-67.843442,0,HOULTON REGIONAL HOSPITAL,0,Voluntary non-profit - Private,2075322900,201308,0,ME,Critical Access Hospitals,4730
1555 N BARRINGTON RD,732,HOFFMAN ESTATES,COOK,Yes,635,7116,798,42.05226,-88.144407,1341,ST ALEXIUS MEDICAL CENTER,918,Voluntary non-profit - Church,8478432000,140290,382,IL,Acute Care Hospitals,60194
450 WEST HIGHWAY 22,491,BARRINGTON,LAKE,Yes,700,5967,493,42.196039,-88.173333,1497,ADVOCATE GOOD SHEPHERD HOSPITAL,1344,Voluntary non-profit - Church,8473819600,140291,485,IL,Acute Care Hospitals,60010
3000 HOSPITAL BOULEVARD,303,ROSWELL,FULTON,Yes,11,2160,1061,34.063343,-84.319755,1497,NORTH FULTON HOSPITAL,3166,Proprietary,7707512500,110198,997,GA,Acute Care Hospitals,30076
897 WEST MAIN STREET,0,DOVER FOXCROFT,PISCATAQUIS,Yes,0,0,0,45.187684,-69.237893,0,MAYO REGIONAL HOSPITAL,0,Government - Hospital District or Authority,2075644251,201309,0,ME,Critical Access Hospitals,4426
1705 JACKSON ST,1087,RICHMOND,FORT BEND,Yes,0,726,695,29.576525,-95.770572,373,OAKBEND MEDICAL CENTER,424,Government - Hospital District or Authority,2813413000,450330,1095,TX,Acute Care Hospitals,77469
700 W GROVE ST,0,MAQUOKETA,JACKSON,Yes,169,257,0,42.073723,-90.673502,16,JACKSON COUNTY REGIONAL HEALTH CENTER,0,Government - Local,5636522474,161329,36,IA,Critical Access Hospitals,52060
235 8TH AVENUE WEST,0,CRESCO,HOWARD,Yes,0,0,0,43.381637,-92.116036,0,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,0,Voluntary non-profit - Other,5635472101,161328,0,IA,Critical Access Hospitals,52136
1600 W WALNUT ST,33,JACKSONVILLE,MORGAN,Yes,667,2117,152,39.746148,-90.260149,678,PASSAVANT AREA HOSPITAL,740,Voluntary non-profit - Private,2172459551,140058,1076,IL,Acute Care Hospitals,62650
400 MAPLE SUMMIT ROAD,1,JERSEYVILLE,JERSEY,Yes,78,219,16,39.110403,-90.343118,5,JERSEY COMMUNITY HOSPITAL,0,Government - Local,6184986402,140059,0,IL,Acute Care Hospitals,62052
1000 WEST LINCOLNWAY,0,JEFFERSON,GREENE,Yes,0,0,0,42.015271,-94.387191,0,GREENE COUNTY MEDICAL CENTER,0,Government - Local,5153862114,161325,0,IA,Critical Access Hospitals,50129
2959 US HIGHWAY 275,0,HAMBURG,FREMONT,Yes,0,0,0,40.633728,-95.649298,0,GEORGE C GRAPE COMMUNITY HOSPITAL,0,Voluntary non-profit - Private,7123821515,161324,0,IA,Critical Access Hospitals,51640
3249 SOUTH OAK PARK AVENUE,566,BERWYN,COOK,Yes,966,9100,352,41.832968,-87.792548,1290,MACNEAL  HOSPITAL,2298,Proprietary,7087839100,140054,894,IL,Acute Care Hospitals,60402
300 WEST HUTCHINGS STREET,0,WINTERSET,MADISON,Yes,0,0,0,41.328791,-94.016977,0,MADISON COUNTY MEMORIAL HOSPITAL,0,Government - Local,5154622373,161326,0,IA,Critical Access Hospitals,50273
ST ANTHONY'S WAY,38,ALTON,MADISON,Yes,63,2983,260,38.907557,-90.171963,207,SAINT ANTHONY'S HEALTH CENTER,81,Voluntary non-profit - Church,6184652571,140052,73,IL,Acute Care Hospitals,62002
800 E CARPENTER ST,39,SPRINGFIELD,SANGAMON,Yes,398,4610,443,39.807252,-89.64484,730,ST JOHNS HOSPITAL,1537,Voluntary non-profit - Church,2175446464,140053,72,IL,Acute Care Hospitals,62769
616 NORTH EIGHTH STREET,0,OSAGE,MITCHELL,Yes,0,0,0,43.289113,-92.80948,0,MITCHELL COUNTY REGIONAL HEALTH,0,Voluntary non-profit - Other,6417326000,161323,0,IA,Critical Access Hospitals,50461
610 TENTH STREET,0,PERRY,DALLAS,Yes,85,107,16,41.833836,-94.0938,16,DALLAS COUNTY HOSPITAL,44,Voluntary non-profit - Other,5154653547,161322,1,IA,Critical Access Hospitals,50220
711 CHESTERFIELD HIGHWAY,8,CHERAW,CHESTERFIELD,Yes,158,973,22,34.695385,-79.919357,16,CHESTERFIELD GENERAL HOSPITAL,0,Voluntary non-profit - Private,8435377881,420062,15,SC,Acute Care Hospitals,29520
"10 WAYMAN LANE, PO BOX 8",0,BAR HARBOR,HANCOCK,Yes,215,647,39,44.384874,-68.202065,51,MOUNT DESERT ISLAND HOSPITAL,0,Voluntary non-profit - Private,2072885081,201304,0,ME,Critical Access Hospitals,4609
409 SOUTH SECOND STREET,203,HARRISBURG,DAUPHIN,Yes,0,5021,901,40.256459,-76.875038,1091,PINNACLE HEALTH HOSPITALS,62,Voluntary non-profit - Other,7177825181,390067,78,PA,Acute Care Hospitals,17105
258 N RON MCNAIR BLVD,0,LAKE CITY,FLORENCE,Yes,0,842,10,33.879316,-79.759451,162,LAKE CITY COMMUNITY HOSPITAL,0,Government - Hospital District or Authority,8433742036,420066,103,SC,Acute Care Hospitals,29560
201 HIGHLAND STREET,2,CLINTON,WORCESTER,Yes,0,13,0,42.426817,-71.692753,134,CLINTON HOSPITAL ASSOCIATION,0,Voluntary non-profit - Other,9783683000,220058,192,MA,Acute Care Hospitals,1510
6000 49TH STREET N,180,SAINT PETERSBURG,PINELLAS,Yes,5,359,76,27.825798,-82.702346,103,NORTHSIDE HOSPITAL,51,Proprietary,8135215000,100238,31,FL,Acute Care Hospitals,33709
2323 9TH AVE N,88,SAINT PETERSBURG,PINELLAS,Yes,0,75,32,27.78108,-82.664565,606,EDWARD WHITE HOSPITAL,950,Proprietary,7273231111,100239,1058,FL,Acute Care Hospitals,33713
21298 OLEAN BLVD,390,PORT CHARLOTTE,CHARLOTTE,Yes,1,741,177,26.988877,-82.098667,721,FAWCETT MEMORIAL HOSPITAL,419,Proprietary,9416291181,100236,1687,FL,Acute Care Hospitals,33952
2201 45TH ST,113,WEST PALM BEACH,PALM BEACH,Yes,0,540,122,26.761441,-80.087748,460,WEST PALM HOSPITAL,1015,Proprietary,5618446141,100234,407,FL,Acute Care Hospitals,33407
10 HOSPITAL ST BOX 550,28,MANNING,CLARENDON,Yes,125,1128,91,33.695163,-80.210913,100,CLARENDON MEMORIAL HOSPITAL,0,Government - Hospital District or Authority,8034358463,420069,26,SC,Acute Care Hospitals,29102
611 ZEAGLER DR,70,PALATKA,PUTNAM,Yes,477,1393,119,29.644807,-81.694311,150,PUTNAM COMMUNITY MEDICAL CENTER,0,Proprietary,3863268500,100232,12,FL,Acute Care Hospitals,32177
420 FRANKLIN STREET,0,RUMFORD,OXFORD,Yes,0,0,0,44.551242,-70.556597,0,RUMFORD  HOSPITAL,0,Voluntary non-profit - Private,2073691000,201306,0,ME,Critical Access Hospitals,4276
7800 SHERIDAN ST,299,PEMBROKE PINES,BROWARD,Yes,0,1060,351,26.029515,-80.246066,772,MEMORIAL HOSPITAL PEMBROKE,775,Government - Hospital District or Authority,9549629650,100230,543,FL,Acute Care Hospitals,33024
8383 N DAVIS HWY,1146,PENSACOLA,ESCAMBIA,Yes,0,1321,323,30.515962,-87.218203,272,WEST FLORIDA HOSPITAL,68,Proprietary,8504944000,100231,91,FL,Acute Care Hospitals,32514
1125 W JEFFERSON ST,42,FRANKLIN,JOHNSON,Yes,0,1489,96,39.479401,-86.078643,234,JOHNSON MEMORIAL HOSPITAL,202,Government - Local,3177363300,150001,21,IN,Acute Care Hospitals,46131
600 GRANT ST,1686,GARY,LAKE,Yes,586,2757,457,41.599703,-87.357552,457,METHODIST HOSPITALS INC,873,Voluntary non-profit - Private,2198864642,150002,3253,IN,Acute Care Hospitals,46402
1501 HARTFORD ST,0,LAFAYETTE,TIPPECANOE,Yes,0,1,0,40.427479,-86.879462,531,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1,Voluntary non-profit - Church,7655024334,150003,15,IN,Acute Care Hospitals,47904
150 WEST ROUTE 66,0,GLENDORA,LOS ANGELES,Yes,0,0,0,34.127607,-117.865002,0,EAST VALLEY HOSPITAL MEDICAL CENTER,0,Voluntary non-profit - Private,6263350231,50205,0,CA,Acute Care Hospitals,91740
1000 E MAIN ST,69,DANVILLE,HENDRICKS,Yes,877,7506,207,39.76255,-86.50165,563,HENDRICKS REGIONAL HEALTH,595,Government - Local,3177454451,150005,25,IN,Acute Care Hospitals,46122
1007 LINCOLNWAY,335,LA PORTE,LA PORTE,Yes,0,1039,959,41.61055,-86.725106,868,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,19,Voluntary non-profit - Private,2193261234,150006,989,IN,Acute Care Hospitals,46350
3500 S LAFOUNTAIN ST,110,KOKOMO,HOWARD,Yes,0,1976,131,40.446646,-86.127073,45,COMMUNITY HOWARD REGIONAL HEALTH INC,72,Voluntary non-profit - Private,7654538371,150007,57,IN,Acute Care Hospitals,46902
4321 FIR ST,98,EAST CHICAGO,LAKE,Yes,48,788,131,41.63466,-87.449011,341,ST CATHERINE HOSPITAL INC,290,Voluntary non-profit - Private,2193927004,150008,104,IN,Acute Care Hospitals,46312
1220 MISSOURI AVE,113,JEFFERSONVILLE,CLARK,Yes,0,793,265,38.281779,-85.749503,415,CLARK MEMORIAL HOSPITAL,1665,Voluntary non-profit - Other,8122832142,150009,404,IN,Acute Care Hospitals,47130
201 STATE STREET,305,ERIE,ERIE,Yes,0,582,174,42.13354,-80.08683,137,UPMC HAMOT,60,Voluntary non-profit - Private,8148776000,390063,573,PA,Acute Care Hospitals,16550
PRITHAM AVENUE PO BOX 1129,0,GREENVILLE,PISCATAQUIS,Yes,0,0,0,45.459645,-69.605775,0,CHARLES A DEAN MEMORIAL HOSPITAL,0,Voluntary non-profit - Private,2076955200,201301,0,ME,Critical Access Hospitals,4441
1959 NE PACIFIC ST  BOX 356151,2251,SEATTLE,KING,Yes,1,6696,3680,47.60621,-122.332071,2601,UNIVERSITY OF WASHINGTON MEDICAL CTR,913,Government - State,2065983300,500008,8216,WA,Acute Care Hospitals,98195
501 EAST MAIN ST,7160,WAYNESBORO,FRANKLIN,Yes,0,1895,0,39.753681,-77.574155,0,WAYNESBORO HOSPITAL,0,Voluntary non-profit - Other,7177654000,390138,0,PA,Acute Care Hospitals,17268
