age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
79,Traded Sectors,Taiwan,Formosa Plastics,new,Taiwan,1954,True,0.0,male,Consumer,True,Wang Yue-che,72,East Asia,founder,petrochemicals,True,False,founder non-finance,3.5,1996
65,Traded Sectors,United States,Berkshire Hathaway,new,USA,1962,True,8100000000000.0,male,Consumer,True,Warren Buffett,2,North America,founder, Finance,True,False,founder non-finance,15.0,1996
67,Financial,Singapore,United Overseas Bank,new,SGP,1935,True,96400967339.0,male,Money Management,True,Wee Cho Yaw,331,East Asia,relation,banking,True,False,inherited,1.2,1996
-1,Non-Traded Sectors,Germany,Wilh. Werhahn KG,new,DEU,1844,True,2500000000000.0,,Constrution,True,Werhahn family,390,Europe,,building materials,True,False,inherited,1.0,1996
-1,Non-Traded Sectors,Switzerland,Liebherr,new,CHE,1949,True,330000000000.0,married couple,Constrution,True,Willi and Isolde Liebherr,268,Europe,relation,construction,True,False,inherited,1.5,1996
73,Traded Sectors,United States,Guardian Industries,new,USA,1932,True,8100000000000.0,male,Non-consumer industrial,True,William Davidson,336,North America,relation,glass,True,False,executive,1.2,1996
-1,Traded Sectors,United States,Ford Motor Company,new,USA,1903,True,8100000000000.0,male,Consumer,True,William Ford,372,North America,relation,automobiles,True,False,inherited,1.1,1996
-1,New Sectors,United States,Hewlett-Packard,new,USA,1939,True,8100000000000.0,male,Technology-Computer,True,William Hewlett,106,North America,founder,printers,True,False,founder non-finance,2.9,1996
32,Traded Sectors,United States,Wm Wrigley Jr. Company,new,USA,1891,True,8100000000000.0,male,Consumer,True,William Wrigley,216,North America,relation,gum,True,False,inherited,1.9,1996
47,Resource Related,United States,Standard Oil,new,USA,1870,True,8100000000000.0,male,Energy,True,Winthrop Rockefeller,416,North America,relation,oil,True,False,inherited,1.0,1996
-1,Traded Sectors,Indonesia,Gudang Garam,new,IDN,1958,True,227000000000.0,,Consumer,True,Wonowidjojo family,17,East Asia,,cigarettes,True,False,inherited,6.7,1996
-1,Traded Sectors,Malaysia,DRB-HICOM Group,state owned enterprise,MYS,1980,True,101000000000.0,male,Consumer,True,Yahaya Ahmad,360,East Asia,Chairman and Chief Executive Officer,cars,True,False,privatized and resources,1.1,1996
66,Financial,Japan,Takefuji,new,JPN,0,True,4710000000000.0,male,Money Management,True,Yasuo Takei,30,East Asia,founder,finance,True,False,self-made finance,5.2,1996
-1,Non-Traded Sectors,Japan,Pasona Inc,new,JPN,1976,True,4710000000000.0,male,"Retail, Restaurant",True,Yasuyuki Nambu,134,East Asia,founder,staffing services,True,False,founder non-finance,2.5,1996
-1,Resource Related,Malaysia,Samling Strategic Corp,new,MYS,1963,True,101000000000.0,male,Mining and metals,True,Yaw Teck-seng,121,East Asia,founder,logging,True,False,privatized and resources,2.6,1996
-1,0,Malaysia,YTL Corporation,new,MYS,1955,True,101000000000.0,male,0,True,Yeoh Tiong Lay,264,East Asia,founder,"construction, utilities",True,False,founder non-finance,1.5,1996
61,Financial,Japan,Seibu Corporation,aquired,JPN,1894,True,4710000000000.0,male,Real Estate,True,Yoshiaki Tsutsumi,8,East Asia,relation,real estate,True,False,inherited,9.2,1996
70,Non-Traded Sectors,United States,Univision,aquired,USA,1955,True,10600000000000.0,male,Media,True,A Jerrold Perenchio,151,North America,former chairman and CEO,media,True,False,executive,3.0,2001
-1,Traded Sectors,Saudi Arabia,Jeraisy Group,new,SAU,1956,True,183000000000.0,male,Consumer,True,Abdul Al Rahman  Al Jeraisy,336,Middle East/North Africa,founder,industrial goods,True,False,founder non-finance,1.5,2001
47,Financial,United Arab Emirates,Al-Ghurair Group,new,ARE,1960,True,103000000000.0,male,Money Management,True,Abdul Aziz Al Ghurair,251,Middle East/North Africa,relation,industrial goods,True,False,inherited,1.9,2001
-1,Financial,Saudi Arabia,Al Rajhi bank,new,SAU,1957,True,183000000000.0,male,Money Management,True,Abdullah Al Rajhi,222,Middle East/North Africa,founder,Banking,True,False,self-made finance,2.1,2001
39,Financial,United States,Fidelity Investments,new,USA,1946,True,10600000000000.0,female,Money Management,True,Abigail Johnson,30,North America,relation,investment banking,True,False,inherited,9.1,2001
64,Non-Traded Sectors,Brazil,Companhia Brasileira de Distribui?ao,new,BRA,1948,True,560000000000.0,male,"Retail, Restaurant",True,Abilio dos Santos Diniz,312,Latin America,relation,retail,True,False,inherited,1.6,2001
74,Traded Sectors,Italy,MaxMara,new,ITA,1951,True,1160000000000.0,male,Consumer,True,Achille Maramotti,222,Europe,founder,fashion,True,False,founder non-finance,2.1,2001
66,New Sectors,Germany,Ratiopharm,new,DEU,1881,True,1950000000000.0,male,Technology-Medical,True,Adolf Merckle,222,Europe,relation,pharmaceuticals,True,False,inherited,2.1,2001
70,Financial,United Kingdom,Swire,new,GBR,1816,True,1530000000000.0,male,Diversified financial,True,Adrian Swire,222,Europe,relation,trading company,True,False,inherited,2.1,2001
-1,New Sectors,Japan,Otsuka Holdings,new,JPN,1921,True,4160000000000.0,male,Technology-Medical,True,Akihiko Otsuka,251,East Asia,relation,pharmaceuticals,True,False,inherited,1.9,2001
66,Financial,Japan,Mori Building,new,JPN,1959,True,4160000000000.0,male,Real Estate,True,Akira Mori,130,East Asia,relation,construction,True,False,inherited,3.3,2001
-1,Traded Sectors,France,Chanel,new,FRA,1909,True,1380000000000.0,male,Consumer,True,Alain Wertheimer,70,Europe,relation,luxury goods,True,False,inherited,5.0,2001
71,Non-Traded Sectors,United States,Cablevision Industries,new,USA,1956,True,10600000000000.0,male,Media,True,Alan Gerry,182,North America,founder,media,True,False,founder non-finance,2.5,2001
75,Financial,Belgium,Groupe Bruxelles Lambert,aquired,BEL,1956,True,237000000000.0,male,Money Management,True,Albert Frere,490,Europe,founder,steel/banking,True,False,self-made finance,1.0,2001
83,0,United States,FlightSafety International,new,USA,1951,True,10600000000000.0,male,Other,True,Albert Ueltschi,452,North America,founder,commercial pilot training,True,False,founder non-finance,1.1,2001
68,Resource Related,Mexico,Penoles,privatization,MEX,1960,True,725000000000.0,male,Mining and metals,True,Alberto Bailleres Gonzalez,251,Latin America,relation,mining,True,False,inherited,1.9,2001
-1,Financial,United States,Amerindo Investment Advisors,new,USA,1980,True,10600000000000.0,male,Money Management,True,Alberto Vilar,490,North America,founder,investment banking,True,False,self-made finance,1.0,2001
-1,Traded Sectors,Netherlands,Heineken International,new,NLD,1864,True,426000000000.0,male,Consumer,True,Alfred Heineken,98,Europe,relation,beer,True,False,inherited,4.0,2001
-1,0,United States,MBNA,subsidiary,USA,1982,True,10600000000000.0,male,Other,True,Alfred Lerner,69,North America,chairman,credit cards,True,False,executive,5.1,2001
57,Financial,Mexico,Banamex,aquired,MEX,1884,True,725000000000.0,male,Money Management,True,Alfredo Harp Helu,387,Latin America,owner,banking,True,False,self-made finance,1.3,2001
52,Non-Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,female,"Retail, Restaurant",True,Alice Walton,10,North America,relation,retail,True,False,inherited,18.5,2001
48,Non-Traded Sectors,Spain,Construcciones y Contratas,aquired,ESP,1952,True,626000000000.0,female,Constrution,True,Alicia Koplowitz,490,Europe,relation,construction,True,False,inherited,1.0,2001
80,Financial,Brazil,Banco Real,new,BRA,1925,True,560000000000.0,male,Money Management,True,Aloysio de Andrade Faria,167,Latin America,relation,banking,True,False,inherited,2.8,2001
-1,Non-Traded Sectors,Argentina,Loma Negra,new,ARG,1926,True,269000000000.0,female,Constrution,True,Amalia Lacroze de Fortabat,490,Latin America,relation,cement,True,False,inherited,1.0,2001
65,Traded Sectors,Spain,Zara,new,ESP,1975,True,626000000000.0,male,Consumer,True,Amancio Ortega,43,Europe,founder,Fashion,True,False,founder non-finance,6.6,2001
64,Non-Traded Sectors,United States,Continental Cablevision,new,USA,1964,True,10600000000000.0,male,Media,True,Amos Hosetter Jr,130,North America,founder,media,True,False,founder non-finance,3.3,2001
62,Non-Traded Sectors,Malaysia,Usaha Tegas Sdn Bhd,new,MYS,1984,True,92783947368.0,male,Media,True,Ananda Krishnan,490,East Asia,founder,real estate,True,False,founder non-finance,1.0,2001
-1,New Sectors,Switzerland,Kudelski Group,new,CHE,1951,True,279000000000.0,male,Technology-Computer,True,Andre Kudelski,292,Europe,relation,software,True,False,inherited,1.7,2001
-1,New Sectors,United States,Monster Worldwide,new,USA,1967,True,10600000000000.0,male,Technology-Computer,True,Andrew McKelvey,312,North America,founder,advertising,True,False,founder non-finance,1.6,2001
74,Resource Related,Chile,Antofagasta,aquired,CHL,1888,True,72300000000.0,male,Mining and metals,True,Andronico Luksic,387,Latin America,founder,copper,True,False,privatized and resources,1.3,2001
-1,Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,female,Consumer,True,Ann Kroenke,124,North America,relation,retail,True,False,inherited,3.4,2001
81,Non-Traded Sectors,United States,Cox Enterprises,aquired,USA,1898,True,10600000000000.0,female,Media,True,Anne Cox Chambers,21,North America,relation,media,True,False,inherited,11.7,2001
55,Non-Traded Sectors,United Kingdom,JCB,new,GBR,1945,True,1530000000000.0,male,Constrution,True,Anthony Bamford,387,Europe,relation,"heavy equiptment (excavators, backhoes and tractors)",True,False,inherited,1.3,2001
64,Non-Traded Sectors,Ireland,Independent News & Media,new,IRL,1904,True,109000000000.0,male,Media,True,Anthony O'Reilly,421,Europe,chairman,media,True,False,executive,1.2,2001
57,Financial,Sweden,Axel Johnson Group,new,SWE,1873,True,240000000000.0,female,Money Management,True,Antonia Johnson,490,Europe,relation,trade investment,True,False,inherited,1.0,2001
82,Financial,Portugal,Maceira Liz,new,PRT,1923,True,122000000000.0,male,Money Management,True,Antonio Champalimaud,234,Europe,relation,cement,True,False,inherited,2.0,2001
-1,Traded Sectors,Brazil,Votorantim Group,new,BRA,1919,True,560000000000.0,male,Non-consumer industrial,True,Antonio Ermirio de Moraes,116,Latin America,relation,"metals, paper, cement",True,False,inherited,3.5,2001
71,Resource Related,United States,Sierra Pacific Industries,new,USA,1949,True,10600000000000.0,male,Mining and metals,True,Archie Aldis Emmerson,421,North America,founder,"lumber, real estate",True,False,privatized and resources,1.2,2001
58,Non-Traded Sectors,United States,Home Depot,new,USA,1979,True,10600000000000.0,male,"Retail, Restaurant",True,Arthur Blank,251,North America,founder,retail,True,False,founder non-finance,1.9,2001
74,Financial,United States,Davis & Rock,new,USA,1961,True,10600000000000.0,male,Venture Capital,True,Arthur Rock,452,North America,founder,venture capitalist,True,False,self-made finance,1.1,2001
58,Financial,United States,A.L. Williams & Associates,new,USA,1977,True,10600000000000.0,male,Hedge funds,True,Arthur Williams Jr,387,North America,founder,life insurance ,True,False,self-made finance,1.3,2001
54,Financial,United States,Outdoor Systems,new,USA,1947,True,10600000000000.0,male,Real Estate,True,Arturo Moreno,387,North America,CEO,advertising,True,False,self-made finance,1.3,2001
70,Financial,Germany,"Allianz, Merk Finck & Co",new,DEU,1890,True,1950000000000.0,male,Money Management,True,August von Finck,70,Europe,relation,banking/insurance,True,False,inherited,5.0,2001
-1,Financial,Turkey,Dogus Holding,new,TUR,1951,True,196000000000.0,male,Money Management,True,Ayhan Sahenk,234,Middle East/North Africa,founder,construction,True,False,self-made finance,2.0,2001
55,New Sectors,India,Wipro Limited,new,IND,1945,True,494000000000.0,male,Technology-Computer,True,Azim Premji,42,South Asia,relation,software,True,False,inherited,6.9,2001
59,Financial,United States,Carlson Inc,new,USA,1938,True,10600000000000.0,female,Real Estate,True,Barbara Carlson Gage,363,North America,relation,hospitality,True,False,inherited,1.4,2001
77,Non-Traded Sectors,United States,Cox Enterprises,aquired,USA,1898,True,10600000000000.0,female,Media,True,Barbara Cox Anthony,21,North America,relation,media,True,False,inherited,11.7,2001
64,New Sectors,United States,Johnson & Johnson,new,USA,1886,True,10600000000000.0,female,Technology-Medical,True,Barbara Piasecka Johnson,209,North America,relation,medical supplies,True,False,inherited,2.2,2001
59,New Sectors,United States,IAC ,new,USA,1986,True,10600000000000.0,male,Technology-Computer,True,Barry Diller,490,North America,Chairman and Chief Executive Officer,media,True,False,executive,1.0,2001
51,New Sectors,Taiwan,Quanta Computer,new,Taiwan,1988,True,0.0,male,Technology-Computer,True,Barry Lam,452,East Asia,founder,laptops,True,False,founder non-finance,1.1,2001
59,Non-Traded Sectors,Portugal,Sonae SGPS,aquired,PRT,1959,True,122000000000.0,male,"Retail, Restaurant",True,Belmiro de Azevedo,490,Europe,chairman,retail,True,False,executive,1.0,2001
-1,Financial,Switzerland,Edmond de Rothschild Group,new,CHE,1953,True,279000000000.0,male,Money Management,True,Benjamin de Rothschild,490,Europe,relation,banking,True,False,inherited,1.0,2001
58,Traded Sectors,United States,Campbell Soup,aquired,USA,1869,True,10600000000000.0,male,Consumer,True,Bennett Dorrance,336,North America,relation,soup,True,False,inherited,1.5,2001
52,Traded Sectors,France,LVMH,acquired,FRA,1981,True,1380000000000.0,male,Consumer,True,Bernard Arnault,26,Europe,founder,luxury goods,True,False,founder non-finance,10.7,2001
70,0,United Kingdom,Formula One Group,aquired,GBR,1974,True,1530000000000.0,male,Other,True,Bernard Ecclestone,182,Europe,investor and  CEO,racing,True,False,executive,2.5,2001
71,Non-Traded Sectors,United States,Home Depot,new,USA,1979,True,10600000000000.0,male,"Retail, Restaurant",True,Bernard Marcus,130,North America,founder,home improvement retail,True,False,founder non-finance,3.3,2001
59,New Sectors,Canada,Empire Laboratories,new,CAN,1959,True,733000000000.0,male,Technology-Medical,True,Bernard Sherman,209,North America,relation,pharmaceuticals,True,False,inherited,2.2,2001
45,New Sectors,United States,Microsoft,new,USA,1975,True,10600000000000.0,male,Technology-Computer,True,Bill Gates,1,North America,founder, Software,True,False,founder non-finance,58.7,2001
73,Financial,United States,Red McCombs Automotive Group,new,USA,1958,True,10600000000000.0,male,Real Estate,True,Billy Joe McCombs,336,North America,founder,"auto sales, energy",True,False,self-made finance,1.5,2001
59,Non-Traded Sectors,United States,Paychex,new,USA,1971,True,10600000000000.0,male,"Retail, Restaurant",True,Blase Golisano,272,North America,founder,payroll processing,True,False,founder non-finance,1.8,2001
67,Non-Traded Sectors,United States,Public Storage,new,USA,1972,True,10600000000000.0,male,"Retail, Restaurant",True,Bradley Hughes,387,North America,founder,self-storage,True,False,founder non-finance,1.3,2001
-1,Non-Traded Sectors,United States,Comcast,new,USA,1969,True,10600000000000.0,male,Media,True,Brian Roberts,421,North America,relation,media,True,False,inherited,1.2,2001
55,Financial,United States,Caxton Associates,new,USA,1983,True,10600000000000.0,male,Hedge funds,True,Bruce Kovner,490,North America,founder,commodities trading,True,False,self-made finance,1.0,2001
-1,Non-Traded Sectors,United States,McCaw Cellular,new,USA,1987,True,10600000000000.0,male,Media,True,Bruce McCaw,452,North America,founder,cell phones,True,False,founder non-finance,1.1,2001
68,Financial,United Kingdom,Schroders,new,GBR,1800,True,1530000000000.0,male,Money Management,True,Bruno Schroder,174,Europe,relation,banking,True,False,inherited,2.7,2001
-1,Traded Sectors,Italy,Parmalat,new,ITA,1961,True,1160000000000.0,male,Consumer,True,Calisto Tanzi,387,Europe,founder,dairy,True,False,founder non-finance,1.3,2001
63,Financial,United States,Berg and Berg,aquired,USA,1965,True,10600000000000.0,male,Real Estate,True,Carl Berg,336,North America,owner,real estate,True,False,self-made finance,1.5,2001
65,Financial,United States,Icahn Enterprises,new,USA,1968,True,10600000000000.0,male,Private equity/leveraged buyout,True,Carl Icahn,109,North America,founder,investment (via holding company),True,False,self-made finance,3.7,2001
85,Financial,United States,Marquette Bank,aquired,USA,1920,True,10600000000000.0,male,Money Management,True,Carl Pohlad,272,North America,owner,banking,True,False,self-made finance,1.8,2001
-1,Non-Traded Sectors,Italy,CIR Group,aquired,ITA,1976,True,1160000000000.0,male,Media,True,Carlo De Benedetti,387,Europe,relation,media,True,False,inherited,1.3,2001
49,Non-Traded Sectors,Mexico,Groupo IUSA,new,MEX,1939,True,725000000000.0,male,Media,True,Carlos Peralta,336,Latin America,relation,construction,True,False,inherited,1.5,2001
61,Non-Traded Sectors,Mexico,Telmex,privatization,MEX,1990,True,725000000000.0,male,Media,True,Carlos Slim Helu,25,Latin America,founder, Communications,True,False,privatized and resources,10.8,2001
