city,days away,days away/restricted/transfer,division,id,label,major_group,name,second name,state,street,total case rate,year,zip
Houston,2.73,2.73,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Franklin Logistics Co Llc,,MS,600 Franklin Dr,2.73,2002,38851
Belmont,1.4,4.2,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,Logisco Inc,Baxter Harriss Co. Inc.,NC,2000 Oaks Pkwy,5.6,2002,28012
Hastings,8.94,8.94,Manufacturing,3433,"Heating Equipment, Except Electric and Warm Air Furnaces","Fabricated Metal Products, Except Machinery And Transportation Equipment",Hastings Hvac Inc,,NE,3606 Yost Ave,13.42,2002,68901
MILLEDGEVILLE,5.26,5.26,Manufacturing,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds",Industrial And Commercial Machinery And Computer Equipment,JSP MOLD LLC,JSP MOLD,IL,404 E 4TH ST,5.26,2002,61051
SANTA FE SPRINGS,5.03,10.07,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,WEST COAST PLASTICS INC,,CA,10080 GREENLEAF AVE.,10.07,2002,90670
Kake,5.73,8.59,Wholesale Trade,5146,Fish and Seafoods,Wholesale Trade-non-durable Goods,Kake Foods Inc,,AK,564 Keku Road,25.79,2002,99830
Cerritos,1.61,1.61,Manufacturing,2512,"Wood Household Furniture, Upholstered",Furniture And Fixtures,Cavalier Manufacturing Inc,,CA,12765 166th St,6.45,2002,90703
SHAWNEE MISSION,6.4,8.96,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Nabisco Inc.,,KS,14305 W 105TH ST,14.08,2002,66215
YOUNGSTOWN,9.78,14.97,Manufacturing,3469,"Metal Stampings, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",STEEL FORMING INC,COMMERCIAL METAL FORMING,OH,1775 LOGAN AVE,16.12,2002,44505
New York,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,Air France,,NY,125 W 55th St FL 2,0.0,2002,10019
BARRINGTON,0.0,0.0,Manufacturing,2761,Manifold Business Forms,"Printing, Publishing, And Allied Industries",STANDARD REGISTER COMPANY,,IL,1250 SOUTH GROVE AVE,0.0,2002,60010
SHENANDOAH,0.0,2.0,Manufacturing,3451,Screw Machine Products,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Cerro Metal Products Company,,VA,500 QUINCY AVE,26.08,2002,22849
YOUNGTOWN,3.34,5.01,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,Parks & Sons of Sun City Inc,,AZ,11217 W NEVADA AVE,16.72,2002,85363
Dracut,0.0,5.29,Manufacturing,2261,Finishers of Broadwoven Fabrics of Cotton,Textile Mill Products,Majilite Corporation,,MA,1530 Broadway Road,5.29,2002,1826
Wilmington,1.98,9.5,"Agriculture, Forestry, And Fishing",279,"Animal Specialties, Not Elsewhere Classified",Agriculture production livestock and animal specialties,Charles River Mouse Farms Inc,Charles River Laboratories,MA,251 Ballardvale Street,10.1,2002,1887
MIDDLETOWN,8.4,8.4,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,American Steel & Aluminum Corp,American Steel & Aluminum,PA,2751 SPRING GARDEN DR,14.01,2002,17057
SNOW SHOE,1.7,5.1,Manufacturing,3297,Nonclay Refractories,"Stone, Clay, Glass, And Concrete Products",Premier Refractories Inc,,PA,895 CLARENCE RD,8.5,2002,16874
Millersburg,0.0,10.25,Services,8051,Skilled Nursing Care Facilities,Health Services,Altercare of Millersburg,,OH,1037 S Washington St,15.37,2002,44654
RED OAK,8.66,14.86,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Evangelicl Luthrn Good Samartn,Red Oak Good Samaritan Center,IA,201 ALIX ST,28.48,2002,51566
Romulus,3.72,3.72,"Transportation, Communications, Electric, Gas, And Sanitary Services",4214,Local Trucking With Storage,Motor Freight Transportation And Warehousing,Obx Logistics Inc,,MI,9900 Harrison,9.3,2002,48174
Wheeling,26.12,29.2,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Allied Waste Industries Inc,Allied Waste,WV,404 Glenns Run Rd,35.34,2002,26003
LAS VEGAS,0.7,1.84,Services,8062,General Medical and Surgical Hospitals,Health Services,SUNRISE HOSPITAL & MEDICAL CENTER,SUNRISE CHILDRENS HOSPITAL,NV,3186 S MARYLAND PKWY,5.98,2002,89109
LOS ANGELES,3.72,3.72,Manufacturing,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",Paper And Allied Products,Newark Group Inc,B C I Book Covers,CA,935 E 59TH ST,3.72,2002,90001
Westhope,0.0,0.0,Services,8051,Skilled Nursing Care Facilities,Health Services,Westhope Home,,ND,120 3rd St E,0.0,2002,58793
Athens,0.0,3.97,Services,8051,Skilled Nursing Care Facilities,Health Services,Life Care Centers of America,Life Care Center of Athens,TN,1234 Frye St,3.97,2002,37303
Racine,0.0,0.0,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Triangle Wholesale Co Inc,Master Cellars,WI,2437 Chicory Rd,7.04,2002,53403
La Crosse,3.54,3.54,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Bonsack Trucking,Earl L Bonsack Inc,WI,940 Plainview Rd,5.31,2002,54603
MARSHFIELD,4.27,10.37,Manufacturing,2439,"Structural Wood Members, Not Elsewhere Classified","Lumber And Wood Products, Except Furniture",AUTOMATED PRODUCTS INC,,WI,1812 KARAU DR,11.59,2002,54449
MAUMEE,5.3,7.58,"Transportation, Communications, Electric, Gas, And Sanitary Services",4215,"Courier Services, Except by Air",Motor Freight Transportation And Warehousing,UNITED PARCEL SERVICE INC OH,UPS,OH,1550 HOLLAND ROAD,15.67,2002,43537
Herndon,3.29,10.36,"Transportation, Communications, Electric, Gas, And Sanitary Services",4513,Air Courier Services,Transportation By Air,FedEx Express,,VA,13500 EDS Dr,12.24,2002,20171
Youngstown,0.0,5.24,Wholesale Trade,5012,Automobiles and Other Motor Vehicles,Wholesale Trade-durable Goods,Fyda Freightliner Youngstown,Fyda Truck & Equipment Inc,OH,5260 76 Dr,11.81,2002,44515
Arcadia,0.0,0.0,Manufacturing,3568,"Mechanical Power Transmission Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Miniature Bearing Factory,,CA,713 W Duarte Rd Bldg G160,0.0,2002,91007
Walbridge,1.74,5.8,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,GREAT LAKES WINDOW INC,,OH,30499 Tracy Road,9.13,2002,43465
Salt Lake City,2.78,2.78,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,Loveridge Machine & Tool Inc,Loveridge Machine Company,UT,4097 S West Temple,22.31,2002,84107
E. Palo Alto,0.44,0.44,Retail Trade,5211,Lumber and Other Building Materials Dealers,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers",Home Depot USA Inc,Home Depot Expo #1008,CA,1771 E Bayshore Rd,1.32,2002,94303
Hamel,4.21,7.03,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Thorpe Distributing Co,Thorpe Distributing Co,MN,600 Clydesdale Trl,14.06,2002,55340
Tucson,1.59,3.71,Wholesale Trade,5145,Confectionery,Wholesale Trade-non-durable Goods,Frito-Lay Inc,Frito-Lay,AZ,3134 N. Freeway Industrial Loop,4.77,2002,85705
Santa Ana,5.29,7.05,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Laguna Cookie Company Inc,Laguna Cookie & Dessert Co,CA,4041 W Garry Ave,8.11,2002,92704
Streetsboro,0.58,1.16,Wholesale Trade,5182,Wine and Distilled Alcoholic Beverages,Wholesale Trade-non-durable Goods,Hammer Company,,OH,9450 Rosemont Dr,4.06,2002,44241
Cleveland,4.44,4.44,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,A Lo Presti & Sons Inc,,OH,2735 E 40th St,10.67,2002,44115
Rock Island,1.88,3.77,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Thoms-Proestler Company,TPC,IL,8001 TPC Road,5.47,2002,61201
Midland Park,1.66,1.66,Services,8051,Skilled Nursing Care Facilities,Health Services,Mature Environments Inc,Mill Gardens At Midland Park,NJ,36 Faner Rd,1.66,2002,7432
JEFFERSON,0.0,0.0,Manufacturing,3357,Drawing and Insulating of Nonferrous Wire,Primary Metal Industries,LEVITON MANUFACTURING CO INC,,NC,676 S MAIN ST,1.21,2002,28640
MILILANI,3.07,3.07,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,TRANSPACIFIC MVG & STOR LTD,CROWN PACIFIC HAWAII,HI,600 KAHELU AVE,7.69,2002,96789
Brownsville,0.0,0.0,Manufacturing,2295,"Coated Fabrics, Not Rubberized",Textile Mill Products,Unique Tool (texas) Inc,Unique Molded Products,TX,615 Elca Ln Ste B,0.74,2002,78521
YUBA CITY,10.93,17.5,Manufacturing,2033,"Canned Fruits, Vegetables, Preserves, Jams, and Jellies",Food And Kindred Products,California Fruit Pkg Co LLC,California Fruit Packing,CA,1321 HARTER RD,25.15,2002,95993
Miami,0.0,0.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",4512,"Air Transportation, Scheduled",Transportation By Air,America West Airlines Inc,510780,FL,91 Miami International Ai,0.0,2002,33159
Dallas,3.12,3.12,Manufacturing,3086,Plastics Foam Products,Rubber And Miscellaneous Plastics Products,Crest-Foam Corporation,Crest Foam Corporation,TX,2929 Glenfield Ave,11.44,2002,75233
Oakland,2.37,7.13,Services,8062,General Medical and Surgical Hospitals,Health Services,Banner Health System,Oakland Memorial Hospital,NE,601 E 2nd St,7.13,2002,68045
Norwalk,0.0,0.0,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,Tenneco Automotive Oper Co,Tenneco,OH,206 Republic St,0.0,2002,44857
Brentwood,0.0,0.0,Wholesale Trade,5145,Confectionery,Wholesale Trade-non-durable Goods,Band Inc,Bon Ton Food Products Inc,MD,3801 37th Pl,0.0,2002,20722
MINNEAPOLIS,0.0,0.0,Manufacturing,2515,"Mattresses, Foundations, and Convertible Beds",Furniture And Fixtures,Medallion Sleep Products Inc,King Koil,MN,8307 BROOKLYN BLVD,0.0,2002,55445
MASON,3.4,3.4,Manufacturing,3499,"Fabricated Metal Products, Not Elsewhere Classified","Fabricated Metal Products, Except Machinery And Transportation Equipment",Hamilton Security Products Co,,OH,755 READING RD,28.98,2002,45040
MANILA,3.74,4.27,Manufacturing,3559,"Special Industry Machinery, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,SOUTHWORTH PRODUCTS CORP,,AR,605 W OLYMPIA,4.81,2002,72442
Bellefontaine,2.68,5.66,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Nash Finch Company,Super Food Services,OH,4067 County Road 130,7.74,2002,43311
Stone Mountain,1.41,3.84,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,Federated Dept Stores Inc,Federated Logistics,GA,4401 Sarr Pkwy,7.08,2002,30083
WINDSOR,0.0,11.77,Manufacturing,3443,Fabricated Plate Work (Boiler Shops),"Fabricated Metal Products, Except Machinery And Transportation Equipment",TURBOTEC PRODUCTS INC,,CT,651 DAY HILL RD,15.7,2002,6095
STATEN ISLAND,5.79,5.79,Retail Trade,5311,Department Stores,General Merchandise Stores,Kmart Corporation,Kmart,NY,2660 HYLAN BLVD,7.24,2002,10306
SAINT PAUL,1.11,7.8,Wholesale Trade,5033,"Roofing, Siding, and Insulation Materials",Wholesale Trade-durable Goods,United Products Corp of Amer,United Products,MN,200 SYCAMORE ST W,7.8,2002,55117
APPLETON,4.44,10.67,Manufacturing,2621,Paper Mills,Paper And Allied Products,Riverside Paper Company,,WI,110 N KENSINGTON DR,21.35,2002,54915
FREMONT,1.57,6.31,Manufacturing,3272,"Concrete Products, Except Block and Brick","Stone, Clay, Glass, And Concrete Products",P J S Building Materials,,CA,42560 OSGOOD RD,7.88,2002,94539
HARRISONBURG,1.85,2.55,Wholesale Trade,5149,"Groceries and Related Products, Not Elsewhere Classified",Wholesale Trade-non-durable Goods,Sysco Food Services VA Llc,Sysco,VA,5081 S VALLEY PIKE,4.4,2002,22801
SANTA BARBARA,6.8,20.4,"Transportation, Communications, Electric, Gas, And Sanitary Services",4212,Local Trucking Without Storage,Motor Freight Transportation And Warehousing,"BFI Waste Systems of North America, Inc.",,CA,800 CACIQUE ST,22.67,2002,93103
Littleton,0.0,0.0,Services,8052,Intermediate Care Facilities,Health Services,Littleton Creative Housing Partner,Libby Brtz Assisted Living Ctr,CO,5844 S Datura St,0.0,2002,80120
Waverly,7.82,7.82,Services,8052,Intermediate Care Facilities,Health Services,Tullock Management Company,Waverly Health Care,TN,895 Powers Blvd,26.08,2002,37185
Grand Rapids,0.63,1.26,Services,8051,Skilled Nursing Care Facilities,Health Services,Spectrum Health,Neonatal Assoc PC,MI,100 Michigan St Ne,5.04,2002,49503
Frankfort,6.32,6.32,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Valley View Alzhimers Care Ctr,,OH,3363 Ragged Ridge Rd,6.32,2002,45628
SANTA ANA,2.56,2.56,"Transportation, Communications, Electric, Gas, And Sanitary Services",4225,General Warehousing and Storage,Motor Freight Transportation And Warehousing,POWERWAVE TECHNOLOGIES INC,,CA,1801  E  SAINT ANDREW PL,2.56,2002,92705
CORALVILLE,0.94,0.94,Retail Trade,5311,Department Stores,General Merchandise Stores,Dillards Inc,Dillards 346,IA,1411 CORAL RIDGE AVE.,2.83,2002,52241
OXNARD,1.9,1.9,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,LEADING INDUSTRY INC,,CA,900 DEL NORTE BLVD,5.72,2002,93030
NORTH CANTON,1.85,1.85,Wholesale Trade,5051,Metals Service Centers and Offices,Wholesale Trade-durable Goods,Metals USA Pltes Shpes Ncntral,Metals USA,OH,6991 FREEDOM AVE NW,1.85,2002,44720
Newark,1.88,2.82,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",Giordano Recycling Corporation,,NJ,292 Marlin St,2.82,2002,7114
North Vernon,5.12,5.12,Manufacturing,3273,Ready-Mixed Concrete,"Stone, Clay, Glass, And Concrete Products",Lees Ready Mix and Trucking,,IN,1100 W JFK Dr,5.12,2002,47265
TOLEDO,2.89,2.89,Services,8059,"Nursing and Personal Care Facilities, Not Elsewhere Classified",Health Services,Health Care Rtrement Corp Amer,Heartland Holly Glen Care Ctr,OH,4293 MONROE ST,5.78,2002,43606
Chicago,4.17,4.17,Services,8051,Skilled Nursing Care Facilities,Health Services,Glen Elston Nursing & Rehab,,IL,4340 N Keystone Ave,4.17,2002,60641
Rockland,7.12,7.12,Manufacturing,3446,Architectural and Ornamental Metal Work,"Fabricated Metal Products, Except Machinery And Transportation Equipment",Southeastern Metal Fabricators,,MA,Air Station Industrial Park,7.12,2002,2370
CANEY,2.48,4.97,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,SPEARS CANEY INC,,KS,RR 1,6.56,2002,67333
CHICAGO,3.29,7.69,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",Copy-Mor Inc,CMI,IL,1716 W GRAND AVE,10.98,2002,60622
CLEVELAND,1.38,2.08,Manufacturing,3599,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified",Industrial And Commercial Machinery And Computer Equipment,HOSE MASTER INC,,OH,1233 E 222ND ST,10.41,2002,44117
Lewisburg,0.0,0.0,Manufacturing,3351,"Rolling, Drawing, and Extruding Of Copper",Primary Metal Industries,Pre-Tech Inc,,TN,620 W Church St,7.94,2002,37091
FRESNO,4.76,4.76,Services,8051,Skilled Nursing Care Facilities,Health Services,R Fellen Inc,Sunnyside Convalescent Hosp,CA,2939 S PEACH AVE,10.47,2002,93725
Chicago,1.81,1.81,Manufacturing,2011,Meat Packing Plants,Food And Kindred Products,City Foods Inc,,IL,4230 S Racine Ave,16.35,2002,60609
CHICAGO,2.98,8.94,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,CLEMENT INDUSTRIES INC DEL,CLEMENT WHEEL,IL,5939 W 66TH ST,10.44,2002,60638
CHICAGO,2.31,2.31,Wholesale Trade,5032,"Brick, Stone, and Related Construction Materials",Wholesale Trade-durable Goods,Edward George Company,Edgeco,IL,4251 W. 129TH ST.,19.29,2002,60803
CAPE GIRARDEAU,0.0,0.0,Wholesale Trade,5014,Tires and Tubes,Wholesale Trade-durable Goods,PLAZA TIRE SERVICE INC,,MO,2149 WILLIAM ST,0.0,2002,63703
Reedley,0.0,0.0,Wholesale Trade,5148,Fresh Fruits and Vegetables,Wholesale Trade-non-durable Goods,Borg Produce Sales Inc,Pacific Trellif,CA,42874 Road 64,0.0,2002,93654
PARSONS,3.42,5.99,Manufacturing,3433,"Heating Equipment, Except Electric and Warm Air Furnaces","Fabricated Metal Products, Except Machinery And Transportation Equipment",POWER FLAME INC,,KS,2001 S 21ST ST,12.84,2002,67357
BIRMINGHAM,11.87,11.87,Wholesale Trade,5181,Beer and Ale,Wholesale Trade-non-durable Goods,Birmingham Budweiser Distrg Co,Gadsden Budweiser,AL,141 INDUSTRIAL DR,23.75,2002,35211
BEDFORD PARK,0.0,1.08,Manufacturing,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified",Paper And Allied Products,Checkpoint Systems Inc,JOSEPH PODSEDLY,IL,6750 S BELT CIRCLE DR,9.74,2002,60638
Tampa,0.0,0.83,"Transportation, Communications, Electric, Gas, And Sanitary Services",4953,Refuse Systems,"Electric, Gas, And Sanitary Services",USA Environmental Inc,,FL,"5802 Benjamin Center Dr, Suite 101",5.03,2002,33634
Rochester,4.05,4.05,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,Alliance Precision Plas Del,,NY,595 Trabold Rd,5.67,2002,14624
Greensboro,2.22,8.88,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,TEAM EMERGENT,,NC,402 Edwardia Dr,8.88,2002,27409
BLUE SPRINGS,1.93,1.93,Manufacturing,2752,"Commercial Printing, Lithographic","Printing, Publishing, And Allied Industries",GEORGE C MATTESON CO INC,GEMACO PLAYING CARD COMPANY,MO,2925 NW STATE ROUTE 7,7.74,2002,64014
STOCKTON,11.62,23.25,Manufacturing,3089,"Plastics Products, Not Elsewhere Classified",Rubber And Miscellaneous Plastics Products,TIMBRON INTERNATIONAL INC,,CA,4331 POCK LN,23.25,2002,95206
PASCAGOULA,5.95,13.88,Manufacturing,2874,Phosphatic Fertilizers,Chemicals And Allied Products,Mississippi Phosphates Corporation,,MS,601 INDUSTRIAL RDP.O. Box 848,14.28,2002,39568
Rockford,2.93,5.41,Manufacturing,3714,Motor Vehicle Parts and Accessories,Transportation Equipment,Atwood Industries Inc,Atwood Mobile Products Div,IL,4750 Hiawatha Dr,11.73,2002,61103
Alpharetta,0.0,0.0,Wholesale Trade,5141,"Groceries, General Line",Wholesale Trade-non-durable Goods,Publics Direct,,GA,3440 Preston Ridge Rd,0.0,2002,30005
Rocky Mount,6.0,6.0,Services,8051,Skilled Nursing Care Facilities,Health Services,Eldercare A VA Ltd Partnr,Eldercare Gardens,VA,300 Hatcher St,38.46,2002,24151
WARRENSBURG,2.75,9.63,Manufacturing,3669,"Communications Equipment, Not Elsewhere Classified","Electronic And Other Electrical Equipment And Components, Except Computer Equipment",GE Transportation Systems,,MO,601 N MAIN ST,9.63,2002,64093
Fargo,4.69,9.38,"Transportation, Communications, Electric, Gas, And Sanitary Services",4213,"Trucking, Except Local",Motor Freight Transportation And Warehousing,Midwest Motor Express Inc,,ND,314 27th St N,18.76,2002,58102
